cellIndex,x,y,z,vol,P,S,material
434,17.81711963,0.0,9.5,402.3288366,5.5,1.0,6
435,21.81411768,0.0,9.5,603.0890912,5.5,1.0,6
436,26.70778107,0.0,9.5,904.0277973,5.5,1.0,6
437,32.69926292,0.0,9.5,1355.133545,5.5,1.0,6
438,40.03484202,0.0,9.5,2031.339004,5.5,1.0,6
439,49.016046,0.0,9.5,3044.967903,5.5,1.0,6
440,60.01204561,0.0,9.5,4564.393,5.5,1.0,6
441,73.47482941,0.0,9.5,6842.004292,5.5,1.0,6
442,89.95778268,0.0,9.5,10256.13323,5.5,1.0,6
443,110.1384342,0.0,9.5,15373.89694,5.5,1.0,6
444,134.846306,0.0,9.5,23045.4014,5.5,1.0,6
445,165.0970106,0.0,9.5,34544.95159,5.5,1.0,6
446,202.1339977,0.0,9.5,51782.7249,5.5,1.0,6
447,247.4796659,0.0,9.5,77622.06846,5.5,1.0,6
448,302.9979407,0.0,9.5,116355.1266,5.5,1.0,6
449,370.9708906,0.0,9.5,174415.8042,5.5,1.0,6
450,454.1925313,0.0,9.5,261448.495,5.5,1.0,6
451,0.057038782,0.0,10.5,0.004473552,4.5,1.0,3
452,0.071054976,0.0,10.5,0.006942262,4.5,1.0,3
453,0.088515382,0.0,10.5,0.010773318,4.5,1.0,3
454,0.11026635,0.0,10.5,0.016718526,4.5,1.0,3
455,0.137362204,0.0,10.5,0.02594457,4.5,1.0,3
456,0.169486032,0.0,10.5,0.036406086,4.5,1.0,4
457,0.207507629,0.0,10.5,0.054572558,4.5,1.0,4
458,0.25405879,0.0,10.5,0.081804015,4.5,1.0,4
459,0.31105299,0.0,10.5,0.122623845,4.5,1.0,4
460,0.380832967,0.0,10.5,0.183812585,4.5,1.0,4
461,0.466267014,0.0,10.5,0.275534226,4.5,1.0,4
462,0.570866881,0.0,10.5,0.413024548,4.5,1.0,4
463,0.698932127,0.0,10.5,0.619121914,4.5,1.0,4
464,0.855726851,0.0,10.5,0.928060926,4.5,1.0,4
465,1.047696071,0.0,10.5,1.391159096,4.5,1.0,4
466,1.282730647,0.0,10.5,2.08534114,4.5,1.0,4
467,1.570491632,0.0,10.5,3.125916859,4.5,1.0,4
468,1.922807389,0.0,10.5,4.685735115,4.5,1.0,4
469,2.354159794,0.0,10.5,7.023895569,4.5,1.0,4
470,2.882279507,0.0,10.5,10.52878742,4.5,1.0,4
471,3.528874795,0.0,10.5,15.78260433,4.5,1.0,4
472,4.320523837,0.0,10.5,23.65805192,4.5,1.0,4
473,5.289767224,0.0,10.5,35.46331193,4.5,1.0,4
474,6.476445528,0.0,10.5,53.15934285,4.5,1.0,4
475,7.929336944,0.0,10.5,79.6856125,4.5,1.0,4
476,9.70816231,0.0,10.5,119.4483697,4.5,1.0,4
477,11.88603992,0.0,10.5,179.0525615,4.5,1.0,4
478,14.55249103,0.0,10.5,268.3989731,4.5,1.0,4
479,17.81711963,0.0,10.5,402.3288366,4.5,1.0,4
480,21.81411768,0.0,10.5,603.0890912,4.5,1.0,4
481,26.70778107,0.0,10.5,904.0277973,4.5,1.0,4
482,32.69926292,0.0,10.5,1355.133545,4.5,1.0,4
483,40.03484202,0.0,10.5,2031.339004,4.5,1.0,4
484,49.016046,0.0,10.5,3044.967903,4.5,1.0,4
485,60.01204561,0.0,10.5,4564.393,4.5,1.0,4
486,73.47482941,0.0,10.5,6842.004292,4.5,1.0,4
487,89.95778268,0.0,10.5,10256.13323,4.5,1.0,4
488,110.1384342,0.0,10.5,15373.89694,4.5,1.0,4
489,134.846306,0.0,10.5,23045.4014,4.5,1.0,4
490,165.0970106,0.0,10.5,34544.95159,4.5,1.0,4
491,202.1339977,0.0,10.5,51782.7249,4.5,1.0,4
492,247.4796659,0.0,10.5,77622.06846,4.5,1.0,4
493,302.9979407,0.0,10.5,116355.1266,4.5,1.0,4
494,370.9708906,0.0,10.5,174415.8042,4.5,1.0,4
495,454.1925313,0.0,10.5,261448.495,4.5,1.0,4
496,0.057038782,0.0,11.5,0.004473552,3.5,1.0,3
497,0.071054976,0.0,11.5,0.006942262,3.5,1.0,3
498,0.088515382,0.0,11.5,0.010773318,3.5,1.0,3
499,0.11026635,0.0,11.5,0.016718526,3.5,1.0,3
500,0.137362204,0.0,11.5,0.02594457,3.5,1.0,3
501,0.169486032,0.0,11.5,0.036406086,3.5,1.0,4
502,0.207507629,0.0,11.5,0.054572558,3.5,1.0,4
503,0.25405879,0.0,11.5,0.081804015,3.5,1.0,4
504,0.31105299,0.0,11.5,0.122623845,3.5,1.0,4
505,0.380832967,0.0,11.5,0.183812585,3.5,1.0,4
506,0.466267014,0.0,11.5,0.275534226,3.5,1.0,4
507,0.570866881,0.0,11.5,0.413024548,3.5,1.0,4
508,0.698932127,0.0,11.5,0.619121914,3.5,1.0,4
509,0.855726851,0.0,11.5,0.928060926,3.5,1.0,4
510,1.047696071,0.0,11.5,1.391159096,3.5,1.0,4
511,1.282730647,0.0,11.5,2.08534114,3.5,1.0,4
512,1.570491632,0.0,11.5,3.125916859,3.5,1.0,4
513,1.922807389,0.0,11.5,4.685735115,3.5,1.0,4
514,2.354159794,0.0,11.5,7.023895569,3.5,1.0,4
515,2.882279507,0.0,11.5,10.52878742,3.5,1.0,4
516,3.528874795,0.0,11.5,15.78260433,3.5,1.0,4
517,4.320523837,0.0,11.5,23.65805192,3.5,1.0,4
518,5.289767224,0.0,11.5,35.46331193,3.5,1.0,4
519,6.476445528,0.0,11.5,53.15934285,3.5,1.0,4
520,7.929336944,0.0,11.5,79.6856125,3.5,1.0,4
521,9.70816231,0.0,11.5,119.4483697,3.5,1.0,4
522,11.88603992,0.0,11.5,179.0525615,3.5,1.0,4
523,14.55249103,0.0,11.5,268.3989731,3.5,1.0,4
524,17.81711963,0.0,11.5,402.3288366,3.5,1.0,4
525,21.81411768,0.0,11.5,603.0890912,3.5,1.0,4
526,26.70778107,0.0,11.5,904.0277973,3.5,1.0,4
527,32.69926292,0.0,11.5,1355.133545,3.5,1.0,4
528,40.03484202,0.0,11.5,2031.339004,3.5,1.0,4
529,49.016046,0.0,11.5,3044.967903,3.5,1.0,4
530,60.01204561,0.0,11.5,4564.393,3.5,1.0,4
531,73.47482941,0.0,11.5,6842.004292,3.5,1.0,4
532,89.95778268,0.0,11.5,10256.13323,3.5,1.0,4
533,110.1384342,0.0,11.5,15373.89694,3.5,1.0,4
534,134.846306,0.0,11.5,23045.4014,3.5,1.0,4
535,165.0970106,0.0,11.5,34544.95159,3.5,1.0,4
536,202.1339977,0.0,11.5,51782.7249,3.5,1.0,4
537,247.4796659,0.0,11.5,77622.06846,3.5,1.0,4
538,302.9979407,0.0,11.5,116355.1266,3.5,1.0,4
539,370.9708906,0.0,11.5,174415.8042,3.5,1.0,4
540,454.1925313,0.0,11.5,261448.495,3.5,1.0,4
541,0.057038782,0.0,12.5,0.004473552,2.5,1.0,3
542,0.071054976,0.0,12.5,0.006942262,2.5,1.0,3
543,0.088515382,0.0,12.5,0.010773318,2.5,1.0,3
544,0.11026635,0.0,12.5,0.016718526,2.5,1.0,3
545,0.137362204,0.0,12.5,0.02594457,2.5,1.0,3
546,0.169486032,0.0,12.5,0.036406086,2.5,1.0,4
547,0.207507629,0.0,12.5,0.054572558,2.5,1.0,4
548,0.25405879,0.0,12.5,0.081804015,2.5,1.0,4
549,0.31105299,0.0,12.5,0.122623845,2.5,1.0,4
550,0.380832967,0.0,12.5,0.183812585,2.5,1.0,4
551,0.466267014,0.0,12.5,0.275534226,2.5,1.0,4
552,0.570866881,0.0,12.5,0.413024548,2.5,1.0,4
553,0.698932127,0.0,12.5,0.619121914,2.5,1.0,4
554,0.855726851,0.0,12.5,0.928060926,2.5,1.0,4
555,1.047696071,0.0,12.5,1.391159096,2.5,1.0,4
556,1.282730647,0.0,12.5,2.08534114,2.5,1.0,4
557,1.570491632,0.0,12.5,3.125916859,2.5,1.0,4
558,1.922807389,0.0,12.5,4.685735115,2.5,1.0,4
559,2.354159794,0.0,12.5,7.023895569,2.5,1.0,4
560,2.882279507,0.0,12.5,10.52878742,2.5,1.0,4
561,3.528874795,0.0,12.5,15.78260433,2.5,1.0,4
562,4.320523837,0.0,12.5,23.65805192,2.5,1.0,4
563,5.289767224,0.0,12.5,35.46331193,2.5,1.0,4
564,6.476445528,0.0,12.5,53.15934285,2.5,1.0,4
565,7.929336944,0.0,12.5,79.6856125,2.5,1.0,4
566,9.70816231,0.0,12.5,119.4483697,2.5,1.0,4
567,11.88603992,0.0,12.5,179.0525615,2.5,1.0,4
568,14.55249103,0.0,12.5,268.3989731,2.5,1.0,4
569,17.81711963,0.0,12.5,402.3288366,2.5,1.0,4
570,21.81411768,0.0,12.5,603.0890912,2.5,1.0,4
571,26.70778107,0.0,12.5,904.0277973,2.5,1.0,4
572,32.69926292,0.0,12.5,1355.133545,2.5,1.0,4
573,40.03484202,0.0,12.5,2031.339004,2.5,1.0,4
574,49.016046,0.0,12.5,3044.967903,2.5,1.0,4
575,60.01204561,0.0,12.5,4564.393,2.5,1.0,4
576,73.47482941,0.0,12.5,6842.004292,2.5,1.0,4
577,89.95778268,0.0,12.5,10256.13323,2.5,1.0,4
578,110.1384342,0.0,12.5,15373.89694,2.5,1.0,4
579,134.846306,0.0,12.5,23045.4014,2.5,1.0,4
580,165.0970106,0.0,12.5,34544.95159,2.5,1.0,4
581,202.1339977,0.0,12.5,51782.7249,2.5,1.0,4
582,247.4796659,0.0,12.5,77622.06846,2.5,1.0,4
583,302.9979407,0.0,12.5,116355.1266,2.5,1.0,4
584,370.9708906,0.0,12.5,174415.8042,2.5,1.0,4
585,454.1925313,0.0,12.5,261448.495,2.5,1.0,4
586,0.057038782,0.0,13.5,0.004473552,1.5,1.0,3
587,0.071054976,0.0,13.5,0.006942262,1.5,1.0,3
588,0.088515382,0.0,13.5,0.010773318,1.5,1.0,3
589,0.11026635,0.0,13.5,0.016718526,1.5,1.0,3
590,0.137362204,0.0,13.5,0.02594457,1.5,1.0,3
591,0.169486032,0.0,13.5,0.036406086,1.5,1.0,4
592,0.207507629,0.0,13.5,0.054572558,1.5,1.0,4
593,0.25405879,0.0,13.5,0.081804015,1.5,1.0,4
594,0.31105299,0.0,13.5,0.122623845,1.5,1.0,4
595,0.380832967,0.0,13.5,0.183812585,1.5,1.0,4
596,0.466267014,0.0,13.5,0.275534226,1.5,1.0,4
597,0.570866881,0.0,13.5,0.413024548,1.5,1.0,4
598,0.698932127,0.0,13.5,0.619121914,1.5,1.0,4
599,0.855726851,0.0,13.5,0.928060926,1.5,1.0,4
600,1.047696071,0.0,13.5,1.391159096,1.5,1.0,4
601,1.282730647,0.0,13.5,2.08534114,1.5,1.0,4
602,1.570491632,0.0,13.5,3.125916859,1.5,1.0,4
603,1.922807389,0.0,13.5,4.685735115,1.5,1.0,4
604,2.354159794,0.0,13.5,7.023895569,1.5,1.0,4
605,2.882279507,0.0,13.5,10.52878742,1.5,1.0,4
606,3.528874795,0.0,13.5,15.78260433,1.5,1.0,4
607,4.320523837,0.0,13.5,23.65805192,1.5,1.0,4
608,5.289767224,0.0,13.5,35.46331193,1.5,1.0,4
609,6.476445528,0.0,13.5,53.15934285,1.5,1.0,4
610,7.929336944,0.0,13.5,79.6856125,1.5,1.0,4
611,9.70816231,0.0,13.5,119.4483697,1.5,1.0,4
612,11.88603992,0.0,13.5,179.0525615,1.5,1.0,4
613,14.55249103,0.0,13.5,268.3989731,1.5,1.0,4
614,17.81711963,0.0,13.5,402.3288366,1.5,1.0,4
615,21.81411768,0.0,13.5,603.0890912,1.5,1.0,4
616,26.70778107,0.0,13.5,904.0277973,1.5,1.0,4
617,32.69926292,0.0,13.5,1355.133545,1.5,1.0,4
618,40.03484202,0.0,13.5,2031.339004,1.5,1.0,4
619,49.016046,0.0,13.5,3044.967903,1.5,1.0,4
620,60.01204561,0.0,13.5,4564.393,1.5,1.0,4
621,73.47482941,0.0,13.5,6842.004292,1.5,1.0,4
622,89.95778268,0.0,13.5,10256.13323,1.5,1.0,4
623,110.1384342,0.0,13.5,15373.89694,1.5,1.0,4
624,134.846306,0.0,13.5,23045.4014,1.5,1.0,4
625,165.0970106,0.0,13.5,34544.95159,1.5,1.0,4
626,202.1339977,0.0,13.5,51782.7249,1.5,1.0,4
627,247.4796659,0.0,13.5,77622.06846,1.5,1.0,4
628,302.9979407,0.0,13.5,116355.1266,1.5,1.0,4
629,370.9708906,0.0,13.5,174415.8042,1.5,1.0,4
630,454.1925313,0.0,13.5,261448.495,1.5,1.0,4
631,0.057038782,0.0,14.5,0.004473552,0.5,1.0,3
632,0.071054976,0.0,14.5,0.006942262,0.5,1.0,3
633,0.088515382,0.0,14.5,0.010773318,0.5,1.0,3
634,0.11026635,0.0,14.5,0.016718526,0.5,1.0,3
635,0.137362204,0.0,14.5,0.02594457,0.5,1.0,3
636,0.169486032,0.0,14.5,0.036406086,0.5,1.0,4
637,0.207507629,0.0,14.5,0.054572558,0.5,1.0,4
638,0.25405879,0.0,14.5,0.081804015,0.5,1.0,4
639,0.31105299,0.0,14.5,0.122623845,0.5,1.0,4
640,0.380832967,0.0,14.5,0.183812585,0.5,1.0,4
641,0.466267014,0.0,14.5,0.275534226,0.5,1.0,4
642,0.570866881,0.0,14.5,0.413024548,0.5,1.0,4
643,0.698932127,0.0,14.5,0.619121914,0.5,1.0,4
644,0.855726851,0.0,14.5,0.928060926,0.5,1.0,4
645,1.047696071,0.0,14.5,1.391159096,0.5,1.0,4
646,1.282730647,0.0,14.5,2.08534114,0.5,1.0,4
647,1.570491632,0.0,14.5,3.125916859,0.5,1.0,4
648,1.922807389,0.0,14.5,4.685735115,0.5,1.0,4
649,2.354159794,0.0,14.5,7.023895569,0.5,1.0,4
650,2.882279507,0.0,14.5,10.52878742,0.5,1.0,4
651,3.528874795,0.0,14.5,15.78260433,0.5,1.0,4
652,4.320523837,0.0,14.5,23.65805192,0.5,1.0,4
653,5.289767224,0.0,14.5,35.46331193,0.5,1.0,4
654,6.476445528,0.0,14.5,53.15934285,0.5,1.0,4
655,7.929336944,0.0,14.5,79.6856125,0.5,1.0,4
656,9.70816231,0.0,14.5,119.4483697,0.5,1.0,4
657,11.88603992,0.0,14.5,179.0525615,0.5,1.0,4
658,14.55249103,0.0,14.5,268.3989731,0.5,1.0,4
659,17.81711963,0.0,14.5,402.3288366,0.5,1.0,4
660,21.81411768,0.0,14.5,603.0890912,0.5,1.0,4
661,26.70778107,0.0,14.5,904.0277973,0.5,1.0,4
662,32.69926292,0.0,14.5,1355.133545,0.5,1.0,4
663,40.03484202,0.0,14.5,2031.339004,0.5,1.0,4
664,49.016046,0.0,14.5,3044.967903,0.5,1.0,4
665,60.01204561,0.0,14.5,4564.393,0.5,1.0,4
666,73.47482941,0.0,14.5,6842.004292,0.5,1.0,4
667,89.95778268,0.0,14.5,10256.13323,0.5,1.0,4
668,110.1384342,0.0,14.5,15373.89694,0.5,1.0,4
669,134.846306,0.0,14.5,23045.4014,0.5,1.0,4
670,165.0970106,0.0,14.5,34544.95159,0.5,1.0,4
671,202.1339977,0.0,14.5,51782.7249,0.5,1.0,4
672,247.4796659,0.0,14.5,77622.06846,0.5,1.0,4
673,302.9979407,0.0,14.5,116355.1266,0.5,1.0,4
674,370.9708906,0.0,14.5,174415.8042,0.5,1.0,4
675,454.1925313,0.0,14.5,261448.495,0.5,1.0,4
676,0.0,0.0,7.5,0.121597926,7.5,1.0,1
677,500.001,0.0,7.5,1.0e30,7.5,1.0,1
