x,y,z,vx,vy,vz
202.1339977,0.0,4.5,-0.0002993698288681854,0.0,-2.2523476655869876e-5
247.4796659,0.0,4.5,-6.278661760749613e-5,0.0,-4.558393656049574e-6
302.9979407,0.0,4.5,-8.801631437734827e-6,0.0,-5.824190587412267e-7
370.9708906,0.0,4.5,-7.936882519723736e-7,0.0,-4.5887733387143335e-8
454.1925313,0.0,4.5,-3.2270959419081953e-8,0.0,-2.1020989732769163e-9
0.057038782,0.0,5.5,-8.905214485386024,0.0,10.529604854343457
0.071054976,0.0,5.5,-7.73949924418357,0.0,0.30660006834513615
0.088515382,0.0,5.5,-6.192905060625176,0.0,0.5014494211493354
0.11026635,0.0,5.5,-4.936701743876306,0.0,0.6963385645187847
0.137362204,0.0,5.5,-3.894696935922275,0.0,0.8912962694902249
0.169486032,0.0,5.5,-3.104870782401259,0.0,0.17627671807600473
0.207507629,0.0,5.5,-2.523727712377782,0.0,0.1551329379754415
0.25405879,0.0,5.5,-2.043899330080613,0.0,0.13404715572944875
0.31105299,0.0,5.5,-1.6512823086141672,0.0,0.11309840520472882
0.380832967,0.0,5.5,-1.3302073713143605,0.0,0.09238814803123965
0.466267014,0.0,5.5,-1.0679342333769328,0.0,0.0720765997407956
0.570866881,0.0,5.5,-0.8540971842555847,0.0,0.052391555394818635
0.698932127,0.0,5.5,-0.6802379681182396,0.0,0.03363471506148519
0.855726851,0.0,5.5,-0.5394184098350499,0.0,0.016181497658598294
1.047696071,0.0,5.5,-0.42590379730727745,0.0,0.00045967155432574783
1.282730647,0.0,5.5,-0.33491477984951434,0.0,-0.01309376709380016
1.570491632,0.0,5.5,-0.26243942006840293,0.0,-0.024095615844722605
1.922807389,0.0,5.5,-0.2050945407370553,0.0,-0.03228604443201207
2.354159794,0.0,5.5,-0.16002181694164652,0.0,-0.037583158340443935
2.882279507,0.0,5.5,-0.12480837392734645,0.0,-0.04010521881635587
3.528874795,0.0,5.5,-0.09742604872872392,0.0,-0.04015542752590151
4.320523837,0.0,5.5,-0.07618779997569278,0.0,-0.03818021321029727
5.289767224,0.0,5.5,-0.05971182420725342,0.0,-0.03471345420007909
6.476445528,0.0,5.5,-0.04688630577944782,0.0,-0.03031300187115074
7.929336944,0.0,5.5,-0.036835359503647636,0.0,-0.025494784189498444
9.70816231,0.0,5.5,-0.028889891700920933,0.0,-0.020679629142199757
11.88603992,0.0,5.5,-0.022559382499502918,0.0,-0.016170254700222837
14.55249103,0.0,5.5,-0.01749688677213342,0.0,-0.012161201744784146
17.81711963,0.0,5.5,-0.013457459748902235,0.0,-0.008764654699582252
21.81411768,0.0,5.5,-0.0102589076557014,0.0,-0.006031631761315502
26.70778107,0.0,5.5,-0.007753164207622983,0.0,-0.003960572846317158
32.69926292,0.0,5.5,-0.005810237287149798,0.0,-0.002499003642938766
40.03484202,0.0,5.5,-0.004312248576698634,0.0,-0.001548603534058998
49.016046,0.0,5.5,-0.003154417745655081,0.0,-0.000980362344103788
60.01204561,0.0,5.5,-0.0022501150236755463,0.0,-0.0006591205830925747
73.47482941,0.0,5.5,-0.0015365745787182265,0.0,-0.0004698248932562472
89.95778268,0.0,5.5,-0.0009772675569528972,0.0,-0.0003354370702540963
110.1384342,0.0,5.5,-0.0005574557252504669,0.0,-0.00022068018247675816
134.846306,0.0,5.5,-0.00027162680306025996,0.0,-0.00012269170247927838
165.0970106,0.0,5.5,-0.000106553691326853,0.0,-5.28049835896086e-5
202.1339977,0.0,5.5,-3.149890275579336e-5,0.0,-1.6142821451229794e-5
247.4796659,0.0,5.5,-6.573263475935839e-6,0.0,-3.264007654362835e-6
302.9979407,0.0,5.5,-9.166176287938639e-7,0.0,-4.1664051455674217e-7
370.9708906,0.0,5.5,-8.222215709673837e-8,0.0,-3.279573220196429e-8
454.1925313,0.0,5.5,-3.324638898012529e-9,0.0,-1.4987310998032993e-9
0.057038782,0.0,6.5,-8.478715252885852,0.0,9.941076141632047
0.071054976,0.0,6.5,-7.374334240094294,0.0,-0.005263977828280481
0.088515382,0.0,6.5,-5.9167264000340225,0.0,-0.008731608397079628
0.11026635,0.0,6.5,-4.746356089635181,0.0,-0.01248604539114857
0.137362204,0.0,6.5,-3.7949716372661455,0.0,-0.01685933588959246
0.169486032,0.0,6.5,-3.0669297511658784,0.0,-0.004912521471207508
0.207507629,0.0,6.5,-2.5074948812014406,0.0,-0.009879040087460147
0.25405879,0.0,6.5,-2.045243604432364,0.0,-0.01460559842465895
0.31105299,0.0,6.5,-1.666150579052701,0.0,-0.019037043869616847
0.380832967,0.0,6.5,-1.3547316930210926,0.0,-0.023114909658492142
0.466267014,0.0,6.5,-1.0984120991941506,0.0,-0.026781655636381494
0.570866881,0.0,6.5,-0.8870538947249852,0.0,-0.029986123489132464
0.698932127,0.0,6.5,-0.7125667504435014,0.0,-0.03268896160118072
0.855726851,0.0,6.5,-0.5685725425485361,0.0,-0.03486575465298075
1.047696071,0.0,6.5,-0.4500889635903386,0.0,-0.0365050190705891
1.282730647,0.0,6.5,-0.3532119239335961,0.0,-0.037599174855047025
1.570491632,0.0,6.5,-0.2747957595142257,0.0,-0.03813007584567212
1.922807389,0.0,6.5,-0.21216230756326,0.0,-0.03805626585779552
2.354159794,0.0,6.5,-0.16288793489659223,0.0,-0.03731343744853125
2.882279507,0.0,6.5,-0.12470456465471223,0.0,-0.035837125216130576
3.528874795,0.0,6.5,-0.0955024421894147,0.0,-0.033604174332874076
4.320523837,0.0,6.5,-0.07338318828186492,0.0,-0.030672843389498303
5.289767224,0.0,6.5,-0.05670576845501101,0.0,-0.02719569756730618
6.476445528,0.0,6.5,-0.04410503871594499,0.0,-0.023393983636657383
7.929336944,0.0,6.5,-0.03449210070860646,0.0,-0.01950787932656137
9.70816231,0.0,6.5,-0.02704484916539791,0.0,-0.015750532330412934
11.88603992,0.0,6.5,-0.021182229542799854,0.0,-0.012284950171724868
14.55249103,0.0,6.5,-0.016516327546618637,0.0,-0.009223219154507844
17.81711963,0.0,6.5,-0.012791723777256124,0.0,-0.006635121356898421
21.81411768,0.0,6.5,-0.009830399213029528,0.0,-0.004554198814482388
26.70778107,0.0,6.5,-0.007494123626807983,0.0,-0.0029779464931956293
32.69926292,0.0,6.5,-0.005664742985625676,0.0,-0.001866253055864204
40.03484202,0.0,6.5,-0.00423693234935765,0.0,-0.001144367129001268
49.016046,0.0,6.5,-0.00311829685478689,0.0,-0.0007142332313242649
60.01204561,0.0,6.5,-0.0022333382146572725,0.0,-0.0004731179697560276
73.47482941,0.0,6.5,-0.0015281197267351789,0.0,-0.000333524712811439
89.95778268,0.0,6.5,-0.0009721010599641808,0.0,-0.00023669339253741276
110.1384342,0.0,6.5,-0.0005538741816129853,0.0,-0.00015528262182267586
134.846306,0.0,6.5,-0.0002692839065924161,0.0,-8.619880502684803e-5
165.0970106,0.0,6.5,-0.00010530662373700646,0.0,-3.70498437896113e-5
202.1339977,0.0,6.5,-3.101074182849821e-5,0.0,-1.1310280610194252e-5
247.4796659,0.0,6.5,-6.443166907845213e-6,0.0,-2.2833831760811025e-6
302.9979407,0.0,6.5,-8.943229228027365e-7,0.0,-2.9100804085740677e-7
370.9708906,0.0,6.5,-7.984950716968947e-8,0.0,-2.2871025073240002e-8
454.1925313,0.0,6.5,-3.212809261667466e-9,0.0,-1.0438246848606884e-9
0.057038782,0.0,7.5,-9.406176308892515,0.0,-0.0035557552246384535
0.071054976,0.0,7.5,-8.181901538551752,0.0,-0.009756759957980707
0.088515382,0.0,7.5,-6.566958635217554,0.0,-0.01596944684943265
0.11026635,0.0,7.5,-5.271939131369191,0.0,-0.0222117571842715
0.137362204,0.0,7.5,-4.221771877636926,0.0,-0.028517690567659678
0.169486032,0.0,7.5,-3.4045454725322677,0.0,-0.2228212420077725
0.207507629,0.0,7.5,-2.758819790664616,0.0,-0.20389364145359254
0.25405879,0.0,7.5,-2.225585142238844,0.0,-0.1853630347529992
0.31105299,0.0,7.5,-1.7894216593536458,0.0,-0.16735029583415062
0.380832967,0.0,7.5,-1.4331305602210536,0.0,-0.15000135420696378
0.466267014,0.0,7.5,-1.1427275986574967,0.0,-0.13348560910301524
0.570866881,0.0,7.5,-0.9067990139242481,0.0,-0.11798937465721905
0.698932127,0.0,7.5,-0.715954590376485,0.0,-0.10370248667749302
0.855726851,0.0,7.5,-0.5623796449215228,0.0,-0.09079652433263863
1.047696071,0.0,7.5,-0.4394900093323437,0.0,-0.07939531008223011
1.282730647,0.0,7.5,-0.3416984524194839,0.0,-0.06954178210356653
1.570491632,0.0,7.5,-0.26428205758110257,0.0,-0.06117051703339363
1.922807389,0.0,7.5,-0.20331550155443875,0.0,-0.05409888592593279
2.354159794,0.0,7.5,-0.15561256255954284,0.0,-0.04804912608033334
2.882279507,0.0,7.5,-0.11862592481297621,0.0,-0.04270295765013925
3.528874795,0.0,7.5,-0.09029498946304726,0.0,-0.03777367804390659
4.320523837,0.0,7.5,-0.068885867279787,0.0,-0.03306592553152266
5.289767224,0.0,7.5,-0.05288196887529116,0.0,-0.028497118204747308
6.476445528,0.0,7.5,-0.0409545631184201,0.0,-0.024077414515132296
7.929336944,0.0,7.5,-0.03199162991575809,0.0,-0.019869482844702375
9.70816231,0.0,7.5,-0.02513381786792231,0.0,-0.01595341193415703
11.88603992,0.0,7.5,-0.019775193693775343,0.0,-0.012407165259955926
14.55249103,0.0,7.5,-0.01552002429474791,0.0,-0.009298063544363728
17.81711963,0.0,7.5,-0.0121166215270714,0.0,-0.0066770546761616536
21.81411768,0.0,7.5,-0.009396163867487635,0.0,-0.004571518424522052
26.70778107,0.0,7.5,-0.007231745645563452,0.0,-0.0029772985333395355
32.69926292,0.0,7.5,-0.00551749461749461,0.0,-0.001853593512057871
40.03484202,0.0,7.5,-0.00416085225111452,0.0,-0.0011248664873605933
49.016046,0.0,7.5,-0.0030819788187274413,0.0,-0.0006920697633087397
60.01204561,0.0,7.5,-0.002216652902975289,0.0,-0.00045142692195980705
73.47482941,0.0,7.5,-0.0015198778585064946,0.0,-0.0003145084903675678
89.95778268,0.0,7.5,-0.0009671731960185742,0.0,-0.00022176091052958586
110.1384342,0.0,7.5,-0.0005505007346663447,0.0,-0.00014505879681302107
134.846306,0.0,7.5,-0.00026708792578657576,0.0,-8.040045782786792e-5
165.0970106,0.0,7.5,-0.00010414023108219447,0.0,-3.45154692689399e-5
202.1339977,0.0,7.5,-3.055485112052336e-5,0.0,-1.0523189187201477e-5
247.4796659,0.0,7.5,-6.321850418511523e-6,0.0,-2.121590128921595e-6
302.9979407,0.0,7.5,-8.735645243761702e-7,0.0,-2.700121380678701e-7
370.9708906,0.0,7.5,-7.764372328611933e-8,0.0,-2.1191865466097672e-8
454.1925313,0.0,7.5,-3.1090147233255516e-9,0.0,-9.660250369749474e-10
0.057038782,0.0,8.5,-0.00022060458650589545,0.0,-0.00026305393048319165
0.071054976,0.0,8.5,-0.0001868230574591575,0.0,-5.135866897669564e-6
