cellIndex	x	y	z	vol	b	h0	material	xNum	yNum	zNum	xInc	yInc	zInc	xStep	yStep	zStep
754	33.24519053	0.05	43.33716857	1	1	0	5	1	1	1	0	0	0	1	1	1
755	33.74519053	0.05	42.47114317	1	1	0	5	1	1	1	0	0	0	1	1	1
756	34.24519053	0.05	41.60511777	1	1	0	41	1	1	1	0	0	0	1	1	1
757	34.74519053	0.05	40.73909236	1	1	0	41	1	1	1	0	0	0	1	1	1
758	35.24519053	0.05	39.87306696	1	1	0	44	1	1	1	0	0	0	1	1	1
759	35.74519053	0.05	39.00704156	1	1	0	57	1	1	1	0	0	0	1	1	1
760	36.24519053	0.05	38.14101615	1	1	0	57	1	1	1	0	0	0	1	1	1
761	36.74519053	0.05	37.27499075	1	1	0	61	1	1	1	0	0	0	1	1	1
762	37.24519053	0.05	36.40896534	1	1	0	64	1	1	1	0	0	0	1	1	1
763	37.74519053	0.05	35.54293994	1	1	0	64	1	1	1	0	0	0	1	1	1
764	38.24519053	0.05	34.67691454	1	1	0	64	1	1	1	0	0	0	1	1	1
765	38.74519053	0.05	33.81088913	1	1	0	85	1	1	1	0	0	0	1	1	1
766	39.24519053	0.05	32.94486373	1	1	0	85	1	1	1	0	0	0	1	1	1
767	39.74519053	0.05	32.07883832	1	1	0	85	1	1	1	0	0	0	1	1	1
768	40.24519053	0.05	31.21281292	1	1	0	90	1	1	1	0	0	0	1	1	1
769	40.74519053	0.05	30.34678752	1	1	0	90	1	1	1	0	0	0	1	1	1
770	41.24519053	0.05	29.48076211	1	1	0	69	1	1	1	0	0	0	1	1	1
771	41.74519053	0.05	28.61473671	1	1	0	69	1	1	1	0	0	0	1	1	1
772	42.24519053	0.05	27.74871131	1	1	0	69	1	1	1	0	0	0	1	1	1
773	42.74519053	0.05	26.8826859	1	1	0	72	1	1	1	0	0	0	1	1	1
774	43.24519053	0.05	26.0166605	1	1	0	72	1	1	1	0	0	0	1	1	1
775	43.74519053	0.05	25.15063509	1	1	0	72	1	1	1	0	0	0	1	1	1
776	44.24519053	0.05	24.28460969	1	1	0	88	1	1	1	0	0	0	1	1	1
777	44.74519053	0.05	23.41858429	1	1	0	88	1	1	1	0	0	0	1	1	1
778	45.24519053	0.05	22.55255888	1	1	0	88	1	1	1	0	0	0	1	1	1
779	45.74519053	0.05	21.68653348	1	1	0	94	1	1	1	0	0	0	1	1	1
780	46.24519053	0.05	20.82050808	1	1	0	93	1	1	1	0	0	0	1	1	1
781	46.74519053	0.05	19.95448267	1	1	0	93	1	1	1	0	0	0	1	1	1
782	47.24519053	0.05	19.08845727	1	1	0	92	1	1	1	0	0	0	1	1	1
783	47.74519053	0.05	18.22243186	1	1	0	82	1	1	1	0	0	0	1	1	1
784	48.24519053	0.05	17.35640646	1	1	0	82	1	1	1	0	0	0	1	1	1
785	48.74519053	0.05	16.49038106	1	1	0	82	1	1	1	0	0	0	1	1	1
786	49.24519053	0.05	15.62435565	1	1	0	82	1	1	1	0	0	0	1	1	1
787	49.74519053	0.05	14.75833025	1	1	0	56	1	1	1	0	0	0	1	1	1
788	50.24519053	0.05	13.89230485	1	1	0	56	1	1	1	0	0	0	1	1	1
789	50.74519053	0.05	13.02627944	1	1	0	56	1	1	1	0	0	0	1	1	1
790	51.24519053	0.05	12.16025404	1	1	0	56	1	1	1	0	0	0	1	1	1
791	51.74519053	0.05	11.29422863	1	1	0	63	1	1	1	0	0	0	1	1	1
792	52.24519053	0.05	10.42820323	1	1	0	63	1	1	1	0	0	0	1	1	1
793	52.74519053	0.05	9.562177826	1	1	0	66	1	1	1	0	0	0	1	1	1
794	53.24519053	0.05	8.696152423	1	1	0	77	1	1	1	0	0	0	1	1	1
795	53.74519053	0.05	7.830127019	1	1	0	80	1	1	1	0	0	0	1	1	1
796	54.24519053	0.05	6.964101615	1	1	0	80	1	1	1	0	0	0	1	1	1
797	54.74519053	0.05	6.098076211	1	1	0	80	1	1	1	0	0	0	1	1	1
798	55.24519053	0.05	5.232050808	1	1	0	80	1	1	1	0	0	0	1	1	1
799	55.74519053	0.05	4.366025404	1	1	0	80	1	1	1	0	0	0	1	1	1
800	56.24519053	0.05	3.5	1	1	0	80	1	1	1	0	0	0	1	1	1
801	7.611215932	0.05	89.73651497	1	1	0	42	1	1	1	0	0	0	1	1	1
802	8.111215932	0.05	88.87048957	1	1	0	56	1	1	1	0	0	0	1	1	1
803	8.611215932	0.05	88.00446417	1	1	0	56	1	1	1	0	0	0	1	1	1
804	9.111215932	0.05	87.13843876	1	1	0	58	1	1	1	0	0	0	1	1	1
805	9.611215932	0.05	86.27241336	1	1	0	58	1	1	1	0	0	0	1	1	1
806	10.11121593	0.05	85.40638796	1	1	0	61	1	1	1	0	0	0	1	1	1
807	10.61121593	0.05	84.54036255	1	1	0	86	1	1	1	0	0	0	1	1	1
808	11.11121593	0.05	83.67433715	1	1	0	86	1	1	1	0	0	0	1	1	1
809	11.61121593	0.05	82.80831174	1	1	0	96	1	1	1	0	0	0	1	1	1
810	12.11121593	0.05	81.94228634	1	1	0	100	1	1	1	0	0	0	1	1	1
811	12.61121593	0.05	81.07626094	1	1	0	100	1	1	1	0	0	0	1	1	1
812	13.11121593	0.05	80.21023553	1	1	0	100	1	1	1	0	0	0	1	1	1
813	13.61121593	0.05	79.34421013	1	1	0	99	1	1	1	0	0	0	1	1	1
814	14.11121593	0.05	78.47818473	1	1	0	99	1	1	1	0	0	0	1	1	1
815	14.61121593	0.05	77.61215932	1	1	0	94	1	1	1	0	0	0	1	1	1
816	15.11121593	0.05	76.74613392	1	1	0	94	1	1	1	0	0	0	1	1	1
817	15.61121593	0.05	75.88010851	1	1	0	91	1	1	1	0	0	0	1	1	1
818	16.11121593	0.05	75.01408311	1	1	0	91	1	1	1	0	0	0	1	1	1
819	16.61121593	0.05	74.14805771	1	1	0	97	1	1	1	0	0	0	1	1	1
820	17.11121593	0.05	73.2820323	1	1	0	97	1	1	1	0	0	0	1	1	1
821	17.61121593	0.05	72.4160069	1	1	0	97	1	1	1	0	0	0	1	1	1
822	18.11121593	0.05	71.5499815	1	1	0	96	1	1	1	0	0	0	1	1	1
823	18.61121593	0.05	70.68395609	1	1	0	96	1	1	1	0	0	0	1	1	1
824	19.11121593	0.05	69.81793069	1	1	0	96	1	1	1	0	0	0	1	1	1
825	19.61121593	0.05	68.95190528	1	1	0	92	1	1	1	0	0	0	1	1	1
826	20.11121593	0.05	68.08587988	1	1	0	92	1	1	1	0	0	0	1	1	1
827	20.61121593	0.05	67.21985448	1	1	0	92	1	1	1	0	0	0	1	1	1
828	21.11121593	0.05	66.35382907	1	1	0	89	1	1	1	0	0	0	1	1	1
829	21.61121593	0.05	65.48780367	1	1	0	89	1	1	1	0	0	0	1	1	1
830	22.11121593	0.05	64.62177826	1	1	0	89	1	1	1	0	0	0	1	1	1
831	22.61121593	0.05	63.75575286	1	1	0	89	1	1	1	0	0	0	1	1	1
832	23.11121593	0.05	62.88972746	1	1	0	94	1	1	1	0	0	0	1	1	1
833	23.61121593	0.05	62.02370205	1	1	0	94	1	1	1	0	0	0	1	1	1
834	24.11121593	0.05	61.15767665	1	1	0	94	1	1	1	0	0	0	1	1	1
835	24.61121593	0.05	60.29165125	1	1	0	96	1	1	1	0	0	0	1	1	1
836	25.11121593	0.05	59.42562584	1	1	0	93	1	1	1	0	0	0	1	1	1
837	25.61121593	0.05	58.55960044	1	1	0	78	1	1	1	0	0	0	1	1	1
838	26.11121593	0.05	57.69357503	1	1	0	78	1	1	1	0	0	0	1	1	1
839	26.61121593	0.05	56.82754963	1	1	0	80	1	1	1	0	0	0	1	1	1
840	27.11121593	0.05	55.96152423	1	1	0	80	1	1	1	0	0	0	1	1	1
841	27.61121593	0.05	55.09549882	1	1	0	59	1	1	1	0	0	0	1	1	1
842	28.11121593	0.05	54.22947342	1	1	0	59	1	1	1	0	0	0	1	1	1
843	28.61121593	0.05	53.36344802	1	1	0	42	1	1	1	0	0	0	1	1	1
844	29.11121593	0.05	52.49742261	1	1	0	42	1	1	1	0	0	0	1	1	1
845	29.61121593	0.05	51.63139721	1	1	0	55	1	1	1	0	0	0	1	1	1
846	30.11121593	0.05	50.7653718	1	1	0	87	1	1	1	0	0	0	1	1	1
847	30.61121593	0.05	49.8993464	1	1	0	87	1	1	1	0	0	0	1	1	1
848	31.11121593	0.05	49.033321	1	1	0	45	1	1	1	0	0	0	1	1	1
849	31.61121593	0.05	48.16729559	1	1	0	86	1	1	1	0	0	0	1	1	1
850	32.11121593	0.05	47.30127019	1	1	0	86	1	1	1	0	0	0	1	1	1
851	32.61121593	0.05	46.43524479	1	1	0	86	1	1	1	0	0	0	1	1	1
852	33.11121593	0.05	45.56921938	1	1	0	51	1	1	1	0	0	0	1	1	1
853	33.61121593	0.05	44.70319398	1	1	0	51	1	1	1	0	0	0	1	1	1
854	34.11121593	0.05	43.83716857	1	1	0	51	1	1	1	0	0	0	1	1	1
855	34.61121593	0.05	42.97114317	1	1	0	59	1	1	1	0	0	0	1	1	1
856	35.11121593	0.05	42.10511777	1	1	0	61	1	1	1	0	0	0	1	1	1
857	35.61121593	0.05	41.23909236	1	1	0	34	1	1	1	0	0	0	1	1	1
858	36.11121593	0.05	40.37306696	1	1	0	29	1	1	1	0	0	0	1	1	1
859	36.61121593	0.05	39.50704156	1	1	0	29	1	1	1	0	0	0	1	1	1
860	37.11121593	0.05	38.64101615	1	1	0	29	1	1	1	0	0	0	1	1	1
861	37.61121593	0.05	37.77499075	1	1	0	29	1	1	1	0	0	0	1	1	1
862	38.11121593	0.05	36.90896534	1	1	0	21	1	1	1	0	0	0	1	1	1
863	38.61121593	0.05	36.04293994	1	1	0	21	1	1	1	0	0	0	1	1	1
864	39.11121593	0.05	35.17691454	1	1	0	21	1	1	1	0	0	0	1	1	1
865	39.61121593	0.05	34.31088913	1	1	0	63	1	1	1	0	0	0	1	1	1
866	40.11121593	0.05	33.44486373	1	1	0	36	1	1	1	0	0	0	1	1	1
867	40.61121593	0.05	32.57883832	1	1	0	58	1	1	1	0	0	0	1	1	1
868	41.11121593	0.05	31.71281292	1	1	0	58	1	1	1	0	0	0	1	1	1
869	41.61121593	0.05	30.84678752	1	1	0	66	1	1	1	0	0	0	1	1	1
870	42.11121593	0.05	29.98076211	1	1	0	38	1	1	1	0	0	0	1	1	1
871	42.61121593	0.05	29.11473671	1	1	0	40	1	1	1	0	0	0	1	1	1
872	43.11121593	0.05	28.24871131	1	1	0	67	1	1	1	0	0	0	1	1	1
873	43.61121593	0.05	27.3826859	1	1	0	67	1	1	1	0	0	0	1	1	1
874	44.11121593	0.05	26.5166605	1	1	0	44	1	1	1	0	0	0	1	1	1
875	44.61121593	0.05	25.65063509	1	1	0	44	1	1	1	0	0	0	1	1	1
876	45.11121593	0.05	24.78460969	1	1	0	53	1	1	1	0	0	0	1	1	1
877	45.61121593	0.05	23.91858429	1	1	0	53	1	1	1	0	0	0	1	1	1
878	46.11121593	0.05	23.05255888	1	1	0	34	1	1	1	0	0	0	1	1	1
879	46.61121593	0.05	22.18653348	1	1	0	34	1	1	1	0	0	0	1	1	1
880	47.11121593	0.05	21.32050808	1	1	0	86	1	1	1	0	0	0	1	1	1
881	47.61121593	0.05	20.45448267	1	1	0	83	1	1	1	0	0	0	1	1	1
882	48.11121593	0.05	19.58845727	1	1	0	78	1	1	1	0	0	0	1	1	1
883	48.61121593	0.05	18.72243186	1	1	0	78	1	1	1	0	0	0	1	1	1
884	49.11121593	0.05	17.85640646	1	1	0	78	1	1	1	0	0	0	1	1	1
885	49.61121593	0.05	16.99038106	1	1	0	70	1	1	1	0	0	0	1	1	1
886	50.11121593	0.05	16.12435565	1	1	0	70	1	1	1	0	0	0	1	1	1
887	50.61121593	0.05	15.25833025	1	1	0	70	1	1	1	0	0	0	1	1	1
888	51.11121593	0.05	14.39230485	1	1	0	85	1	1	1	0	0	0	1	1	1
889	51.61121593	0.05	13.52627944	1	1	0	85	1	1	1	0	0	0	1	1	1
890	52.11121593	0.05	12.66025404	1	1	0	91	1	1	1	0	0	0	1	1	1
891	52.61121593	0.05	11.79422863	1	1	0	96	1	1	1	0	0	0	1	1	1
892	53.11121593	0.05	10.92820323	1	1	0	96	1	1	1	0	0	0	1	1	1
893	53.61121593	0.05	10.06217783	1	1	0	96	1	1	1	0	0	0	1	1	1
894	54.11121593	0.05	9.196152423	1	1	0	57	1	1	1	0	0	0	1	1	1
895	54.61121593	0.05	8.330127019	1	1	0	57	1	1	1	0	0	0	1	1	1
896	55.11121593	0.05	7.464101615	1	1	0	58	1	1	1	0	0	0	1	1	1
897	55.61121593	0.05	6.598076211	1	1	0	58	1	1	1	0	0	0	1	1	1
898	56.11121593	0.05	5.732050808	1	1	0	58	1	1	1	0	0	0	1	1	1
899	56.61121593	0.05	4.866025404	1	1	0	58	1	1	1	0	0	0	1	1	1
900	57.11121593	0.05	4	1	1	0	58	1	1	1	0	0	0	1	1	1
901	8.477241336	0.05	90.23651497	1	1	0	92	1	1	1	0	0	0	1	1	1
902	8.977241336	0.05	89.37048957	1	1	0	80	1	1	1	0	0	0	1	1	1
903	9.477241336	0.05	88.50446417	1	1	0	78	1	1	1	0	0	0	1	1	1
904	9.977241336	0.05	87.63843876	1	1	0	78	1	1	1	0	0	0	1	1	1
905	10.47724134	0.05	86.77241336	1	1	0	77	1	1	1	0	0	0	1	1	1
906	10.97724134	0.05	85.90638796	1	1	0	77	1	1	1	0	0	0	1	1	1
907	11.47724134	0.05	85.04036255	1	1	0	62	1	1	1	0	0	0	1	1	1
908	11.97724134	0.05	84.17433715	1	1	0	82	1	1	1	0	0	0	1	1	1
909	12.47724134	0.05	83.30831174	1	1	0	74	1	1	1	0	0	0	1	1	1
910	12.97724134	0.05	82.44228634	1	1	0	74	1	1	1	0	0	0	1	1	1
911	13.47724134	0.05	81.57626094	1	1	0	61	1	1	1	0	0	0	1	1	1
912	13.97724134	0.05	80.71023553	1	1	0	84	1	1	1	0	0	0	1	1	1
913	14.47724134	0.05	79.84421013	1	1	0	84	1	1	1	0	0	0	1	1	1
914	14.97724134	0.05	78.97818473	1	1	0	62	1	1	1	0	0	0	1	1	1
915	15.47724134	0.05	78.11215932	1	1	0	82	1	1	1	0	0	0	1	1	1
916	15.97724134	0.05	77.24613392	1	1	0	82	1	1	1	0	0	0	1	1	1
917	16.47724134	0.05	76.38010851	1	1	0	72	1	1	1	0	0	0	1	1	1
918	16.97724134	0.05	75.51408311	1	1	0	72	1	1	1	0	0	0	1	1	1
919	17.47724134	0.05	74.64805771	1	1	0	72	1	1	1	0	0	0	1	1	1
920	17.97724134	0.05	73.7820323	1	1	0	61	1	1	1	0	0	0	1	1	1
921	18.47724134	0.05	72.9160069	1	1	0	61	1	1	1	0	0	0	1	1	1
922	18.97724134	0.05	72.0499815	1	1	0	61	1	1	1	0	0	0	1	1	1
923	19.47724134	0.05	71.18395609	1	1	0	61	1	1	1	0	0	0	1	1	1
924	19.97724134	0.05	70.31793069	1	1	0	61	1	1	1	0	0	0	1	1	1
925	20.47724134	0.05	69.45190528	1	1	0	45	1	1	1	0	0	0	1	1	1
926	20.97724134	0.05	68.58587988	1	1	0	45	1	1	1	0	0	0	1	1	1
927	21.47724134	0.05	67.71985448	1	1	0	52	1	1	1	0	0	0	1	1	1
928	21.97724134	0.05	66.85382907	1	1	0	75	1	1	1	0	0	0	1	1	1
929	22.47724134	0.05	65.98780367	1	1	0	73	1	1	1	0	0	0	1	1	1
930	22.97724134	0.05	65.12177826	1	1	0	73	1	1	1	0	0	0	1	1	1
931	23.47724134	0.05	64.25575286	1	1	0	73	1	1	1	0	0	0	1	1	1
932	23.97724134	0.05	63.38972746	1	1	0	87	1	1	1	0	0	0	1	1	1
933	24.47724134	0.05	62.52370205	1	1	0	87	1	1	1	0	0	0	1	1	1
934	24.97724134	0.05	61.65767665	1	1	0	86	1	1	1	0	0	0	1	1	1
935	25.47724134	0.05	60.79165125	1	1	0	86	1	1	1	0	0	0	1	1	1
936	25.97724134	0.05	59.92562584	1	1	0	84	1	1	1	0	0	0	1	1	1
937	26.47724134	0.05	59.05960044	1	1	0	86	1	1	1	0	0	0	1	1	1
938	26.97724134	0.05	58.19357503	1	1	0	79	1	1	1	0	0	0	1	1	1
939	27.47724134	0.05	57.32754963	1	1	0	79	1	1	1	0	0	0	1	1	1
940	27.97724134	0.05	56.46152423	1	1	0	79	1	1	1	0	0	0	1	1	1
941	28.47724134	0.05	55.59549882	1	1	0	28	1	1	1	0	0	0	1	1	1
942	28.97724134	0.05	54.72947342	1	1	0	28	1	1	1	0	0	0	1	1	1
943	29.47724134	0.05	53.86344802	1	1	0	28	1	1	1	0	0	0	1	1	1
944	29.97724134	0.05	52.99742261	1	1	0	28	1	1	1	0	0	0	1	1	1
945	30.47724134	0.05	52.13139721	1	1	0	14	1	1	1	0	0	0	1	1	1
946	30.97724134	0.05	51.2653718	1	1	0	14	1	1	1	0	0	0	1	1	1
947	31.47724134	0.05	50.3993464	1	1	0	22	1	1	1	0	0	0	1	1	1
948	31.97724134	0.05	49.533321	1	1	0	13	1	1	1	0	0	0	1	1	1
949	32.47724134	0.05	48.66729559	1	1	0	22	1	1	1	0	0	0	1	1	1
950	32.97724134	0.05	47.80127019	1	1	0	32	1	1	1	0	0	0	1	1	1
951	33.47724134	0.05	46.93524479	1	1	0	32	1	1	1	0	0	0	1	1	1
952	33.97724134	0.05	46.06921938	1	1	0	32	1	1	1	0	0	0	1	1	1
953	34.47724134	0.05	45.20319398	1	1	0	32	1	1	1	0	0	0	1	1	1
954	34.97724134	0.05	44.33716857	1	1	0	51	1	1	1	0	0	0	1	1	1
955	35.47724134	0.05	43.47114317	1	1	0	51	1	1	1	0	0	0	1	1	1
956	35.97724134	0.05	42.60511777	1	1	0	51	1	1	1	0	0	0	1	1	1
957	36.47724134	0.05	41.73909236	1	1	0	51	1	1	1	0	0	0	1	1	1
958	36.97724134	0.05	40.87306696	1	1	0	38	1	1	1	0	0	0	1	1	1
959	37.47724134	0.05	40.00704156	1	1	0	38	1	1	1	0	0	0	1	1	1
960	37.97724134	0.05	39.14101615	1	1	0	22	1	1	1	0	0	0	1	1	1
961	38.47724134	0.05	38.27499075	1	1	0	50	1	1	1	0	0	0	1	1	1
962	38.97724134	0.05	37.40896534	1	1	0	39	1	1	1	0	0	0	1	1	1
963	39.47724134	0.05	36.54293994	1	1	0	39	1	1	1	0	0	0	1	1	1
964	39.97724134	0.05	35.67691454	1	1	0	58	1	1	1	0	0	0	1	1	1
965	40.47724134	0.05	34.81088913	1	1	0	83	1	1	1	0	0	0	1	1	1
966	40.97724134	0.05	33.94486373	1	1	0	83	1	1	1	0	0	0	1	1	1
967	41.47724134	0.05	33.07883832	1	1	0	76	1	1	1	0	0	0	1	1	1
968	41.97724134	0.05	32.21281292	1	1	0	76	1	1	1	0	0	0	1	1	1
969	42.47724134	0.05	31.34678752	1	1	0	57	1	1	1	0	0	0	1	1	1
970	42.97724134	0.05	30.48076211	1	1	0	57	1	1	1	0	0	0	1	1	1
971	43.47724134	0.05	29.61473671	1	1	0	86	1	1	1	0	0	0	1	1	1
972	43.97724134	0.05	28.74871131	1	1	0	86	1	1	1	0	0	0	1	1	1
973	44.47724134	0.05	27.8826859	1	1	0	61	1	1	1	0	0	0	1	1	1
974	44.97724134	0.05	27.0166605	1	1	0	56	1	1	1	0	0	0	1	1	1
975	45.47724134	0.05	26.15063509	1	1	0	56	1	1	1	0	0	0	1	1	1
976	45.97724134	0.05	25.28460969	1	1	0	69	1	1	1	0	0	0	1	1	1
977	46.47724134	0.05	24.41858429	1	1	0	69	1	1	1	0	0	0	1	1	1
978	46.97724134	0.05	23.55255888	1	1	0	58	1	1	1	0	0	0	1	1	1
979	47.47724134	0.05	22.68653348	1	1	0	80	1	1	1	0	0	0	1	1	1
980	47.97724134	0.05	21.82050808	1	1	0	54	1	1	1	0	0	0	1	1	1
981	48.47724134	0.05	20.95448267	1	1	0	54	1	1	1	0	0	0	1	1	1
982	48.97724134	0.05	20.08845727	1	1	0	54	1	1	1	0	0	0	1	1	1
983	49.47724134	0.05	19.22243186	1	1	0	80	1	1	1	0	0	0	1	1	1
984	49.97724134	0.05	18.35640646	1	1	0	80	1	1	1	0	0	0	1	1	1
985	50.47724134	0.05	17.49038106	1	1	0	80	1	1	1	0	0	0	1	1	1
986	50.97724134	0.05	16.62435565	1	1	0	78	1	1	1	0	0	0	1	1	1
987	51.47724134	0.05	15.75833025	1	1	0	78	1	1	1	0	0	0	1	1	1
988	51.97724134	0.05	14.89230485	1	1	0	66	1	1	1	0	0	0	1	1	1
989	52.47724134	0.05	14.02627944	1	1	0	66	1	1	1	0	0	0	1	1	1
990	52.97724134	0.05	13.16025404	1	1	0	66	1	1	1	0	0	0	1	1	1
991	53.47724134	0.05	12.29422863	1	1	0	69	1	1	1	0	0	0	1	1	1
992	53.97724134	0.05	11.42820323	1	1	0	78	1	1	1	0	0	0	1	1	1
993	54.47724134	0.05	10.56217783	1	1	0	81	1	1	1	0	0	0	1	1	1
994	54.97724134	0.05	9.696152423	1	1	0	86	1	1	1	0	0	0	1	1	1
995	55.47724134	0.05	8.830127019	1	1	0	86	1	1	1	0	0	0	1	1	1
996	55.97724134	0.05	7.964101615	1	1	0	91	1	1	1	0	0	0	1	1	1
997	56.47724134	0.05	7.098076211	1	1	0	91	1	1	1	0	0	0	1	1	1
998	56.97724134	0.05	6.232050808	1	1	0	76	1	1	1	0	0	0	1	1	1
999	57.47724134	0.05	5.366025404	1	1	0	81	1	1	1	0	0	0	1	1	1
1000	57.97724134	0.05	4.5	1	1	0	81	1	1	1	0	0	0	1	1	1
1001	9.34326674	0.05	90.73651497	1	1	0	65	1	1	1	0	0	0	1	1	1
1002	9.84326674	0.05	89.87048957	1	1	0	65	1	1	1	0	0	0	1	1	1
1003	10.34326674	0.05	89.00446417	1	1	0	65	1	1	1	0	0	0	1	1	1
1004	10.84326674	0.05	88.13843876	1	1	0	65	1	1	1	0	0	0	1	1	1
1005	11.34326674	0.05	87.27241336	1	1	0	71	1	1	1	0	0	0	1	1	1
1006	11.84326674	0.05	86.40638796	1	1	0	71	1	1	1	0	0	0	1	1	1
1007	12.34326674	0.05	85.54036255	1	1	0	59	1	1	1	0	0	0	1	1	1
1008	12.84326674	0.05	84.67433715	1	1	0	59	1	1	1	0	0	0	1	1	1
1009	13.34326674	0.05	83.80831174	1	1	0	67	1	1	1	0	0	0	1	1	1
1010	13.84326674	0.05	82.94228634	1	1	0	67	1	1	1	0	0	0	1	1	1
1011	14.34326674	0.05	82.07626094	1	1	0	71	1	1	1	0	0	0	1	1	1
1012	14.84326674	0.05	81.21023553	1	1	0	71	1	1	1	0	0	0	1	1	1
1013	15.34326674	0.05	80.34421013	1	1	0	71	1	1	1	0	0	0	1	1	1
1014	15.84326674	0.05	79.47818473	1	1	0	41	1	1	1	0	0	0	1	1	1
1015	16.34326674	0.05	78.61215932	1	1	0	41	1	1	1	0	0	0	1	1	1
1016	16.84326674	0.05	77.74613392	1	1	0	41	1	1	1	0	0	0	1	1	1
1017	17.34326674	0.05	76.88010851	1	1	0	29	1	1	1	0	0	0	1	1	1
1018	17.84326674	0.05	76.01408311	1	1	0	29	1	1	1	0	0	0	1	1	1
1019	18.34326674	0.05	75.14805771	1	1	0	59	1	1	1	0	0	0	1	1	1
1020	18.84326674	0.05	74.2820323	1	1	0	59	1	1	1	0	0	0	1	1	1
1021	19.34326674	0.05	73.4160069	1	1	0	58	1	1	1	0	0	0	1	1	1
1022	19.84326674	0.05	72.5499815	1	1	0	58	1	1	1	0	0	0	1	1	1
1023	20.34326674	0.05	71.68395609	1	1	0	55	1	1	1	0	0	0	1	1	1
1024	20.84326674	0.05	70.81793069	1	1	0	55	1	1	1	0	0	0	1	1	1
1025	21.34326674	0.05	69.95190528	1	1	0	67	1	1	1	0	0	0	1	1	1
1026	21.84326674	0.05	69.08587988	1	1	0	67	1	1	1	0	0	0	1	1	1
1027	22.34326674	0.05	68.21985448	1	1	0	61	1	1	1	0	0	0	1	1	1
1028	22.84326674	0.05	67.35382907	1	1	0	57	1	1	1	0	0	0	1	1	1
1029	23.34326674	0.05	66.48780367	1	1	0	57	1	1	1	0	0	0	1	1	1
1030	23.84326674	0.05	65.62177826	1	1	0	27	1	1	1	0	0	0	1	1	1
1031	24.34326674	0.05	64.75575286	1	1	0	27	1	1	1	0	0	0	1	1	1
1032	24.84326674	0.05	63.88972746	1	1	0	27	1	1	1	0	0	0	1	1	1
1033	25.34326674	0.05	63.02370205	1	1	0	18	1	1	1	0	0	0	1	1	1
1034	25.84326674	0.05	62.15767665	1	1	0	18	1	1	1	0	0	0	1	1	1
1035	26.34326674	0.05	61.29165125	1	1	0	18	1	1	1	0	0	0	1	1	1
1036	26.84326674	0.05	60.42562584	1	1	0	19	1	1	1	0	0	0	1	1	1
1037	27.34326674	0.05	59.55960044	1	1	0	19	1	1	1	0	0	0	1	1	1
1038	27.84326674	0.05	58.69357503	1	1	0	19	1	1	1	0	0	0	1	1	1
1039	28.34326674	0.05	57.82754963	1	1	0	3	1	1	1	0	0	0	1	1	1
1040	28.84326674	0.05	56.96152423	1	1	0	3	1	1	1	0	0	0	1	1	1
1041	29.34326674	0.05	56.09549882	1	1	0	3	1	1	1	0	0	0	1	1	1
1042	29.84326674	0.05	55.22947342	1	1	0	3	1	1	1	0	0	0	1	1	1
1043	30.34326674	0.05	54.36344802	1	1	0	3	1	1	1	0	0	0	1	1	1
1044	30.84326674	0.05	53.49742261	1	1	0	3	1	1	1	0	0	0	1	1	1
1045	31.34326674	0.05	52.63139721	1	1	0	3	1	1	1	0	0	0	1	1	1
1046	31.84326674	0.05	51.7653718	1	1	0	3	1	1	1	0	0	0	1	1	1
1047	32.34326674	0.05	50.8993464	1	1	0	3	1	1	1	0	0	0	1	1	1
1048	32.84326674	0.05	50.033321	1	1	0	1	1	1	1	0	0	0	1	1	1
1049	33.34326674	0.05	49.16729559	1	1	0	1	1	1	1	0	0	0	1	1	1
1050	33.84326674	0.05	48.30127019	1	1	0	1	1	1	1	0	0	0	1	1	1
1051	34.34326674	0.05	47.43524479	1	1	0	1	1	1	1	0	0	0	1	1	1
1052	34.84326674	0.05	46.56921938	1	1	0	2	1	1	1	0	0	0	1	1	1
1053	35.34326674	0.05	45.70319398	1	1	0	2	1	1	1	0	0	0	1	1	1
1054	35.84326674	0.05	44.83716857	1	1	0	2	1	1	1	0	0	0	1	1	1
1055	36.34326674	0.05	43.97114317	1	1	0	4	1	1	1	0	0	0	1	1	1
1056	36.84326674	0.05	43.10511777	1	1	0	4	1	1	1	0	0	0	1	1	1
1057	37.34326674	0.05	42.23909236	1	1	0	3	1	1	1	0	0	0	1	1	1
1058	37.84326674	0.05	41.37306696	1	1	0	3	1	1	1	0	0	0	1	1	1
1059	38.34326674	0.05	40.50704156	1	1	0	9	1	1	1	0	0	0	1	1	1
1060	38.84326674	0.05	39.64101615	1	1	0	9	1	1	1	0	0	0	1	1	1
1061	39.34326674	0.05	38.77499075	1	1	0	20	1	1	1	0	0	0	1	1	1
1062	39.84326674	0.05	37.90896534	1	1	0	9	1	1	1	0	0	0	1	1	1
1063	40.34326674	0.05	37.04293994	1	1	0	8	1	1	1	0	0	0	1	1	1
1064	40.84326674	0.05	36.17691454	1	1	0	8	1	1	1	0	0	0	1	1	1
1065	41.34326674	0.05	35.31088913	1	1	0	20	1	1	1	0	0	0	1	1	1
1066	41.84326674	0.05	34.44486373	1	1	0	20	1	1	1	0	0	0	1	1	1
1067	42.34326674	0.05	33.57883832	1	1	0	20	1	1	1	0	0	0	1	1	1
1068	42.84326674	0.05	32.71281292	1	1	0	20	1	1	1	0	0	0	1	1	1
