cellIndex	x	y	z	vol	b	h0	material	xNum	yNum	zNum	xInc	yInc	zInc	xStep	yStep	zStep
1511	18.67339376	0.05	84.57626094	1	1	0	7	1	1	1	0	0	0	1	1	1
1512	19.17339376	0.05	83.71023553	1	1	0	7	1	1	1	0	0	0	1	1	1
1513	19.67339376	0.05	82.84421013	1	1	0	29	1	1	1	0	0	0	1	1	1
1514	20.17339376	0.05	81.97818473	1	1	0	29	1	1	1	0	0	0	1	1	1
1515	20.67339376	0.05	81.11215932	1	1	0	31	1	1	1	0	0	0	1	1	1
1516	21.17339376	0.05	80.24613392	1	1	0	31	1	1	1	0	0	0	1	1	1
1517	21.67339376	0.05	79.38010851	1	1	0	22	1	1	1	0	0	0	1	1	1
1518	22.17339376	0.05	78.51408311	1	1	0	22	1	1	1	0	0	0	1	1	1
1519	22.67339376	0.05	77.64805771	1	1	0	57	1	1	1	0	0	0	1	1	1
1520	23.17339376	0.05	76.7820323	1	1	0	60	1	1	1	0	0	0	1	1	1
1521	23.67339376	0.05	75.9160069	1	1	0	60	1	1	1	0	0	0	1	1	1
1522	24.17339376	0.05	75.0499815	1	1	0	60	1	1	1	0	0	0	1	1	1
1523	24.67339376	0.05	74.18395609	1	1	0	84	1	1	1	0	0	0	1	1	1
1524	25.17339376	0.05	73.31793069	1	1	0	84	1	1	1	0	0	0	1	1	1
1525	25.67339376	0.05	72.45190528	1	1	0	84	1	1	1	0	0	0	1	1	1
1526	26.17339376	0.05	71.58587988	1	1	0	68	1	1	1	0	0	0	1	1	1
1527	26.67339376	0.05	70.71985448	1	1	0	68	1	1	1	0	0	0	1	1	1
1528	27.17339376	0.05	69.85382907	1	1	0	94	1	1	1	0	0	0	1	1	1
1529	27.67339376	0.05	68.98780367	1	1	0	94	1	1	1	0	0	0	1	1	1
1530	28.17339376	0.05	68.12177826	1	1	0	94	1	1	1	0	0	0	1	1	1
1531	28.67339376	0.05	67.25575286	1	1	0	83	1	1	1	0	0	0	1	1	1
1532	29.17339376	0.05	66.38972746	1	1	0	96	1	1	1	0	0	0	1	1	1
1533	29.67339376	0.05	65.52370205	1	1	0	96	1	1	1	0	0	0	1	1	1
1534	30.17339376	0.05	64.65767665	1	1	0	93	1	1	1	0	0	0	1	1	1
1535	30.67339376	0.05	63.79165125	1	1	0	93	1	1	1	0	0	0	1	1	1
1536	31.17339376	0.05	62.92562584	1	1	0	92	1	1	1	0	0	0	1	1	1
1537	31.67339376	0.05	62.05960044	1	1	0	92	1	1	1	0	0	0	1	1	1
1538	32.17339376	0.05	61.19357503	1	1	0	74	1	1	1	0	0	0	1	1	1
1539	32.67339376	0.05	60.32754963	1	1	0	74	1	1	1	0	0	0	1	1	1
1540	33.17339376	0.05	59.46152423	1	1	0	54	1	1	1	0	0	0	1	1	1
1541	33.67339376	0.05	58.59549882	1	1	0	54	1	1	1	0	0	0	1	1	1
1542	34.17339376	0.05	57.72947342	1	1	0	70	1	1	1	0	0	0	1	1	1
1543	34.67339376	0.05	56.86344802	1	1	0	70	1	1	1	0	0	0	1	1	1
1544	35.17339376	0.05	55.99742261	1	1	0	70	1	1	1	0	0	0	1	1	1
1545	35.67339376	0.05	55.13139721	1	1	0	86	1	1	1	0	0	0	1	1	1
1546	36.17339376	0.05	54.2653718	1	1	0	86	1	1	1	0	0	0	1	1	1
1547	36.67339376	0.05	53.3993464	1	1	0	79	1	1	1	0	0	0	1	1	1
1548	37.17339376	0.05	52.533321	1	1	0	79	1	1	1	0	0	0	1	1	1
1549	37.67339376	0.05	51.66729559	1	1	0	86	1	1	1	0	0	0	1	1	1
1550	38.17339376	0.05	50.80127019	1	1	0	88	1	1	1	0	0	0	1	1	1
1551	38.67339376	0.05	49.93524479	1	1	0	82	1	1	1	0	0	0	1	1	1
1552	39.17339376	0.05	49.06921938	1	1	0	81	1	1	1	0	0	0	1	1	1
1553	39.67339376	0.05	48.20319398	1	1	0	81	1	1	1	0	0	0	1	1	1
1554	40.17339376	0.05	47.33716857	1	1	0	85	1	1	1	0	0	0	1	1	1
1555	40.67339376	0.05	46.47114317	1	1	0	85	1	1	1	0	0	0	1	1	1
1556	41.17339376	0.05	45.60511777	1	1	0	68	1	1	1	0	0	0	1	1	1
1557	41.67339376	0.05	44.73909236	1	1	0	68	1	1	1	0	0	0	1	1	1
1558	42.17339376	0.05	43.87306696	1	1	0	68	1	1	1	0	0	0	1	1	1
1559	42.67339376	0.05	43.00704156	1	1	0	80	1	1	1	0	0	0	1	1	1
1560	43.17339376	0.05	42.14101615	1	1	0	80	1	1	1	0	0	0	1	1	1
1561	43.67339376	0.05	41.27499075	1	1	0	86	1	1	1	0	0	0	1	1	1
1562	44.17339376	0.05	40.40896534	1	1	0	62	1	1	1	0	0	0	1	1	1
1563	44.67339376	0.05	39.54293994	1	1	0	62	1	1	1	0	0	0	1	1	1
1564	45.17339376	0.05	38.67691454	1	1	0	36	1	1	1	0	0	0	1	1	1
1565	45.67339376	0.05	37.81088913	1	1	0	36	1	1	1	0	0	0	1	1	1
1566	46.17339376	0.05	36.94486373	1	1	0	36	1	1	1	0	0	0	1	1	1
1567	46.67339376	0.05	36.07883832	1	1	0	27	1	1	1	0	0	0	1	1	1
1568	47.17339376	0.05	35.21281292	1	1	0	27	1	1	1	0	0	0	1	1	1
1569	47.67339376	0.05	34.34678752	1	1	0	27	1	1	1	0	0	0	1	1	1
1570	48.17339376	0.05	33.48076211	1	1	0	40	1	1	1	0	0	0	1	1	1
1571	48.67339376	0.05	32.61473671	1	1	0	40	1	1	1	0	0	0	1	1	1
1572	49.17339376	0.05	31.74871131	1	1	0	40	1	1	1	0	0	0	1	1	1
1573	49.67339376	0.05	30.8826859	1	1	0	8	1	1	1	0	0	0	1	1	1
1574	50.17339376	0.05	30.0166605	1	1	0	8	1	1	1	0	0	0	1	1	1
1575	50.67339376	0.05	29.15063509	1	1	0	9	1	1	1	0	0	0	1	1	1
1576	51.17339376	0.05	28.28460969	1	1	0	42	1	1	1	0	0	0	1	1	1
1577	51.67339376	0.05	27.41858429	1	1	0	37	1	1	1	0	0	0	1	1	1
1578	52.17339376	0.05	26.55255888	1	1	0	16	1	1	1	0	0	0	1	1	1
1579	52.67339376	0.05	25.68653348	1	1	0	23	1	1	1	0	0	0	1	1	1
1580	53.17339376	0.05	24.82050808	1	1	0	53	1	1	1	0	0	0	1	1	1
1581	53.67339376	0.05	23.95448267	1	1	0	75	1	1	1	0	0	0	1	1	1
1582	54.17339376	0.05	23.08845727	1	1	0	41	1	1	1	0	0	0	1	1	1
1583	54.67339376	0.05	22.22243186	1	1	0	41	1	1	1	0	0	0	1	1	1
1584	55.17339376	0.05	21.35640646	1	1	0	27	1	1	1	0	0	0	1	1	1
1585	55.67339376	0.05	20.49038106	1	1	0	23	1	1	1	0	0	0	1	1	1
1586	56.17339376	0.05	19.62435565	1	1	0	23	1	1	1	0	0	0	1	1	1
1587	56.67339376	0.05	18.75833025	1	1	0	11	1	1	1	0	0	0	1	1	1
1588	57.17339376	0.05	17.89230485	1	1	0	11	1	1	1	0	0	0	1	1	1
1589	57.67339376	0.05	17.02627944	1	1	0	11	1	1	1	0	0	0	1	1	1
1590	58.17339376	0.05	16.16025404	1	1	0	2	1	1	1	0	0	0	1	1	1
1591	58.67339376	0.05	15.29422863	1	1	0	6	1	1	1	0	0	0	1	1	1
1592	59.17339376	0.05	14.42820323	1	1	0	8	1	1	1	0	0	0	1	1	1
1593	59.67339376	0.05	13.56217783	1	1	0	8	1	1	1	0	0	0	1	1	1
1594	60.17339376	0.05	12.69615242	1	1	0	10	1	1	1	0	0	0	1	1	1
1595	60.67339376	0.05	11.83012702	1	1	0	10	1	1	1	0	0	0	1	1	1
1596	61.17339376	0.05	10.96410162	1	1	0	18	1	1	1	0	0	0	1	1	1
1597	61.67339376	0.05	10.09807621	1	1	0	18	1	1	1	0	0	0	1	1	1
1598	62.17339376	0.05	9.232050808	1	1	0	17	1	1	1	0	0	0	1	1	1
1599	62.67339376	0.05	8.366025404	1	1	0	17	1	1	1	0	0	0	1	1	1
1600	63.17339376	0.05	7.5	1	1	0	11	1	1	1	0	0	0	1	1	1
1601	14.53941916	0.05	93.73651497	1	1	0	93	1	1	1	0	0	0	1	1	1
1602	15.03941916	0.05	92.87048957	1	1	0	93	1	1	1	0	0	0	1	1	1
1603	15.53941916	0.05	92.00446417	1	1	0	90	1	1	1	0	0	0	1	1	1
1604	16.03941916	0.05	91.13843876	1	1	0	90	1	1	1	0	0	0	1	1	1
1605	16.53941916	0.05	90.27241336	1	1	0	69	1	1	1	0	0	0	1	1	1
1606	17.03941916	0.05	89.40638796	1	1	0	69	1	1	1	0	0	0	1	1	1
1607	17.53941916	0.05	88.54036255	1	1	0	69	1	1	1	0	0	0	1	1	1
1608	18.03941916	0.05	87.67433715	1	1	0	69	1	1	1	0	0	0	1	1	1
1609	18.53941916	0.05	86.80831174	1	1	0	69	1	1	1	0	0	0	1	1	1
1610	19.03941916	0.05	85.94228634	1	1	0	93	1	1	1	0	0	0	1	1	1
1611	19.53941916	0.05	85.07626094	1	1	0	93	1	1	1	0	0	0	1	1	1
1612	20.03941916	0.05	84.21023553	1	1	0	93	1	1	1	0	0	0	1	1	1
1613	20.53941916	0.05	83.34421013	1	1	0	93	1	1	1	0	0	0	1	1	1
1614	21.03941916	0.05	82.47818473	1	1	0	88	1	1	1	0	0	0	1	1	1
1615	21.53941916	0.05	81.61215932	1	1	0	88	1	1	1	0	0	0	1	1	1
1616	22.03941916	0.05	80.74613392	1	1	0	85	1	1	1	0	0	0	1	1	1
1617	22.53941916	0.05	79.88010851	1	1	0	98	1	1	1	0	0	0	1	1	1
1618	23.03941916	0.05	79.01408311	1	1	0	98	1	1	1	0	0	0	1	1	1
1619	23.53941916	0.05	78.14805771	1	1	0	95	1	1	1	0	0	0	1	1	1
1620	24.03941916	0.05	77.2820323	1	1	0	95	1	1	1	0	0	0	1	1	1
1621	24.53941916	0.05	76.4160069	1	1	0	89	1	1	1	0	0	0	1	1	1
1622	25.03941916	0.05	75.5499815	1	1	0	89	1	1	1	0	0	0	1	1	1
1623	25.53941916	0.05	74.68395609	1	1	0	89	1	1	1	0	0	0	1	1	1
1624	26.03941916	0.05	73.81793069	1	1	0	62	1	1	1	0	0	0	1	1	1
1625	26.53941916	0.05	72.95190528	1	1	0	71	1	1	1	0	0	0	1	1	1
1626	27.03941916	0.05	72.08587988	1	1	0	71	1	1	1	0	0	0	1	1	1
1627	27.53941916	0.05	71.21985448	1	1	0	92	1	1	1	0	0	0	1	1	1
1628	28.03941916	0.05	70.35382907	1	1	0	73	1	1	1	0	0	0	1	1	1
1629	28.53941916	0.05	69.48780367	1	1	0	64	1	1	1	0	0	0	1	1	1
1630	29.03941916	0.05	68.62177826	1	1	0	64	1	1	1	0	0	0	1	1	1
1631	29.53941916	0.05	67.75575286	1	1	0	53	1	1	1	0	0	0	1	1	1
1632	30.03941916	0.05	66.88972746	1	1	0	53	1	1	1	0	0	0	1	1	1
1633	30.53941916	0.05	66.02370205	1	1	0	53	1	1	1	0	0	0	1	1	1
1634	31.03941916	0.05	65.15767665	1	1	0	49	1	1	1	0	0	0	1	1	1
1635	31.53941916	0.05	64.29165125	1	1	0	81	1	1	1	0	0	0	1	1	1
1636	32.03941916	0.05	63.42562584	1	1	0	68	1	1	1	0	0	0	1	1	1
1637	32.53941916	0.05	62.55960044	1	1	0	68	1	1	1	0	0	0	1	1	1
1638	33.03941916	0.05	61.69357503	1	1	0	70	1	1	1	0	0	0	1	1	1
1639	33.53941916	0.05	60.82754963	1	1	0	70	1	1	1	0	0	0	1	1	1
1640	34.03941916	0.05	59.96152423	1	1	0	52	1	1	1	0	0	0	1	1	1
1641	34.53941916	0.05	59.09549882	1	1	0	52	1	1	1	0	0	0	1	1	1
1642	35.03941916	0.05	58.22947342	1	1	0	52	1	1	1	0	0	0	1	1	1
1643	35.53941916	0.05	57.36344802	1	1	0	72	1	1	1	0	0	0	1	1	1
1644	36.03941916	0.05	56.49742261	1	1	0	72	1	1	1	0	0	0	1	1	1
1645	36.53941916	0.05	55.63139721	1	1	0	50	1	1	1	0	0	0	1	1	1
1646	37.03941916	0.05	54.7653718	1	1	0	50	1	1	1	0	0	0	1	1	1
1647	37.53941916	0.05	53.8993464	1	1	0	90	1	1	1	0	0	0	1	1	1
1648	38.03941916	0.05	53.033321	1	1	0	90	1	1	1	0	0	0	1	1	1
1649	38.53941916	0.05	52.16729559	1	1	0	94	1	1	1	0	0	0	1	1	1
1650	39.03941916	0.05	51.30127019	1	1	0	90	1	1	1	0	0	0	1	1	1
1651	39.53941916	0.05	50.43524479	1	1	0	82	1	1	1	0	0	0	1	1	1
1652	40.03941916	0.05	49.56921938	1	1	0	94	1	1	1	0	0	0	1	1	1
1653	40.53941916	0.05	48.70319398	1	1	0	94	1	1	1	0	0	0	1	1	1
1654	41.03941916	0.05	47.83716857	1	1	0	98	1	1	1	0	0	0	1	1	1
1655	41.53941916	0.05	46.97114317	1	1	0	98	1	1	1	0	0	0	1	1	1
1656	42.03941916	0.05	46.10511777	1	1	0	95	1	1	1	0	0	0	1	1	1
1657	42.53941916	0.05	45.23909236	1	1	0	95	1	1	1	0	0	0	1	1	1
1658	43.03941916	0.05	44.37306696	1	1	0	95	1	1	1	0	0	0	1	1	1
1659	43.53941916	0.05	43.50704156	1	1	0	95	1	1	1	0	0	0	1	1	1
1660	44.03941916	0.05	42.64101615	1	1	0	92	1	1	1	0	0	0	1	1	1
1661	44.53941916	0.05	41.77499075	1	1	0	92	1	1	1	0	0	0	1	1	1
1662	45.03941916	0.05	40.90896534	1	1	0	98	1	1	1	0	0	0	1	1	1
1663	45.53941916	0.05	40.04293994	1	1	0	98	1	1	1	0	0	0	1	1	1
1664	46.03941916	0.05	39.17691454	1	1	0	92	1	1	1	0	0	0	1	1	1
1665	46.53941916	0.05	38.31088913	1	1	0	91	1	1	1	0	0	0	1	1	1
1666	47.03941916	0.05	37.44486373	1	1	0	91	1	1	1	0	0	0	1	1	1
1667	47.53941916	0.05	36.57883832	1	1	0	62	1	1	1	0	0	0	1	1	1
1668	48.03941916	0.05	35.71281292	1	1	0	56	1	1	1	0	0	0	1	1	1
1669	48.53941916	0.05	34.84678752	1	1	0	63	1	1	1	0	0	0	1	1	1
1670	49.03941916	0.05	33.98076211	1	1	0	32	1	1	1	0	0	0	1	1	1
1671	49.53941916	0.05	33.11473671	1	1	0	30	1	1	1	0	0	0	1	1	1
1672	50.03941916	0.05	32.24871131	1	1	0	30	1	1	1	0	0	0	1	1	1
1673	50.53941916	0.05	31.3826859	1	1	0	4	1	1	1	0	0	0	1	1	1
1674	51.03941916	0.05	30.5166605	1	1	0	4	1	1	1	0	0	0	1	1	1
1675	51.53941916	0.05	29.65063509	1	1	0	16	1	1	1	0	0	0	1	1	1
1676	52.03941916	0.05	28.78460969	1	1	0	16	1	1	1	0	0	0	1	1	1
1677	52.53941916	0.05	27.91858429	1	1	0	10	1	1	1	0	0	0	1	1	1
1678	53.03941916	0.05	27.05255888	1	1	0	21	1	1	1	0	0	0	1	1	1
1679	53.53941916	0.05	26.18653348	1	1	0	12	1	1	1	0	0	0	1	1	1
1680	54.03941916	0.05	25.32050808	1	1	0	12	1	1	1	0	0	0	1	1	1
1681	54.53941916	0.05	24.45448267	1	1	0	18	1	1	1	0	0	0	1	1	1
1682	55.03941916	0.05	23.58845727	1	1	0	16	1	1	1	0	0	0	1	1	1
1683	55.53941916	0.05	22.72243186	1	1	0	16	1	1	1	0	0	0	1	1	1
1684	56.03941916	0.05	21.85640646	1	1	0	16	1	1	1	0	0	0	1	1	1
1685	56.53941916	0.05	20.99038106	1	1	0	10	1	1	1	0	0	0	1	1	1
1686	57.03941916	0.05	20.12435565	1	1	0	10	1	1	1	0	0	0	1	1	1
1687	57.53941916	0.05	19.25833025	1	1	0	10	1	1	1	0	0	0	1	1	1
1688	58.03941916	0.05	18.39230485	1	1	0	12	1	1	1	0	0	0	1	1	1
1689	58.53941916	0.05	17.52627944	1	1	0	45	1	1	1	0	0	0	1	1	1
1690	59.03941916	0.05	16.66025404	1	1	0	45	1	1	1	0	0	0	1	1	1
1691	59.53941916	0.05	15.79422863	1	1	0	40	1	1	1	0	0	0	1	1	1
1692	60.03941916	0.05	14.92820323	1	1	0	40	1	1	1	0	0	0	1	1	1
1693	60.53941916	0.05	14.06217783	1	1	0	25	1	1	1	0	0	0	1	1	1
1694	61.03941916	0.05	13.19615242	1	1	0	32	1	1	1	0	0	0	1	1	1
1695	61.53941916	0.05	12.33012702	1	1	0	36	1	1	1	0	0	0	1	1	1
1696	62.03941916	0.05	11.46410162	1	1	0	36	1	1	1	0	0	0	1	1	1
1697	62.53941916	0.05	10.59807621	1	1	0	36	1	1	1	0	0	0	1	1	1
1698	63.03941916	0.05	9.732050808	1	1	0	36	1	1	1	0	0	0	1	1	1
1699	63.53941916	0.05	8.866025404	1	1	0	36	1	1	1	0	0	0	1	1	1
1700	64.03941916	0.05	8	1	1	0	36	1	1	1	0	0	0	1	1	1
1701	15.40544457	0.05	94.23651497	1	1	0	96	1	1	1	0	0	0	1	1	1
1702	15.90544457	0.05	93.37048957	1	1	0	96	1	1	1	0	0	0	1	1	1
1703	16.40544457	0.05	92.50446417	1	1	0	96	1	1	1	0	0	0	1	1	1
1704	16.90544457	0.05	91.63843876	1	1	0	96	1	1	1	0	0	0	1	1	1
1705	17.40544457	0.05	90.77241336	1	1	0	96	1	1	1	0	0	0	1	1	1
1706	17.90544457	0.05	89.90638796	1	1	0	96	1	1	1	0	0	0	1	1	1
1707	18.40544457	0.05	89.04036255	1	1	0	83	1	1	1	0	0	0	1	1	1
1708	18.90544457	0.05	88.17433715	1	1	0	95	1	1	1	0	0	0	1	1	1
1709	19.40544457	0.05	87.30831174	1	1	0	95	1	1	1	0	0	0	1	1	1
1710	19.90544457	0.05	86.44228634	1	1	0	93	1	1	1	0	0	0	1	1	1
1711	20.40544457	0.05	85.57626094	1	1	0	79	1	1	1	0	0	0	1	1	1
1712	20.90544457	0.05	84.71023553	1	1	0	79	1	1	1	0	0	0	1	1	1
1713	21.40544457	0.05	83.84421013	1	1	0	43	1	1	1	0	0	0	1	1	1
1714	21.90544457	0.05	82.97818473	1	1	0	43	1	1	1	0	0	0	1	1	1
1715	22.40544457	0.05	82.11215932	1	1	0	22	1	1	1	0	0	0	1	1	1
1716	22.90544457	0.05	81.24613392	1	1	0	84	1	1	1	0	0	0	1	1	1
1717	23.40544457	0.05	80.38010851	1	1	0	83	1	1	1	0	0	0	1	1	1
1718	23.90544457	0.05	79.51408311	1	1	0	80	1	1	1	0	0	0	1	1	1
1719	24.40544457	0.05	78.64805771	1	1	0	80	1	1	1	0	0	0	1	1	1
1720	24.90544457	0.05	77.7820323	1	1	0	91	1	1	1	0	0	0	1	1	1
1721	25.40544457	0.05	76.9160069	1	1	0	91	1	1	1	0	0	0	1	1	1
1722	25.90544457	0.05	76.0499815	1	1	0	92	1	1	1	0	0	0	1	1	1
1723	26.40544457	0.05	75.18395609	1	1	0	63	1	1	1	0	0	0	1	1	1
1724	26.90544457	0.05	74.31793069	1	1	0	63	1	1	1	0	0	0	1	1	1
1725	27.40544457	0.05	73.45190528	1	1	0	53	1	1	1	0	0	0	1	1	1
1726	27.90544457	0.05	72.58587988	1	1	0	53	1	1	1	0	0	0	1	1	1
1727	28.40544457	0.05	71.71985448	1	1	0	53	1	1	1	0	0	0	1	1	1
1728	28.90544457	0.05	70.85382907	1	1	0	52	1	1	1	0	0	0	1	1	1
1729	29.40544457	0.05	69.98780367	1	1	0	52	1	1	1	0	0	0	1	1	1
1730	29.90544457	0.05	69.12177826	1	1	0	63	1	1	1	0	0	0	1	1	1
1731	30.40544457	0.05	68.25575286	1	1	0	63	1	1	1	0	0	0	1	1	1
1732	30.90544457	0.05	67.38972746	1	1	0	63	1	1	1	0	0	0	1	1	1
1733	31.40544457	0.05	66.52370205	1	1	0	63	1	1	1	0	0	0	1	1	1
1734	31.90544457	0.05	65.65767665	1	1	0	78	1	1	1	0	0	0	1	1	1
1735	32.40544457	0.05	64.79165125	1	1	0	34	1	1	1	0	0	0	1	1	1
1736	32.90544457	0.05	63.92562584	1	1	0	38	1	1	1	0	0	0	1	1	1
1737	33.40544457	0.05	63.05960044	1	1	0	73	1	1	1	0	0	0	1	1	1
1738	33.90544457	0.05	62.19357503	1	1	0	73	1	1	1	0	0	0	1	1	1
1739	34.40544457	0.05	61.32754963	1	1	0	57	1	1	1	0	0	0	1	1	1
1740	34.90544457	0.05	60.46152423	1	1	0	57	1	1	1	0	0	0	1	1	1
1741	35.40544457	0.05	59.59549882	1	1	0	70	1	1	1	0	0	0	1	1	1
1742	35.90544457	0.05	58.72947342	1	1	0	51	1	1	1	0	0	0	1	1	1
1743	36.40544457	0.05	57.86344802	1	1	0	64	1	1	1	0	0	0	1	1	1
1744	36.90544457	0.05	56.99742261	1	1	0	64	1	1	1	0	0	0	1	1	1
1745	37.40544457	0.05	56.13139721	1	1	0	50	1	1	1	0	0	0	1	1	1
1746	37.90544457	0.05	55.2653718	1	1	0	50	1	1	1	0	0	0	1	1	1
1747	38.40544457	0.05	54.3993464	1	1	0	50	1	1	1	0	0	0	1	1	1
1748	38.90544457	0.05	53.533321	1	1	0	60	1	1	1	0	0	0	1	1	1
1749	39.40544457	0.05	52.66729559	1	1	0	60	1	1	1	0	0	0	1	1	1
1750	39.90544457	0.05	51.80127019	1	1	0	20	1	1	1	0	0	0	1	1	1
1751	40.40544457	0.05	50.93524479	1	1	0	38	1	1	1	0	0	0	1	1	1
1752	40.90544457	0.05	50.06921938	1	1	0	6	1	1	1	0	0	0	1	1	1
1753	41.40544457	0.05	49.20319398	1	1	0	2	1	1	1	0	0	0	1	1	1
1754	41.90544457	0.05	48.33716857	1	1	0	1	1	1	1	0	0	0	1	1	1
1755	42.40544457	0.05	47.47114317	1	1	0	1	1	1	1	0	0	0	1	1	1
1756	42.90544457	0.05	46.60511777	1	1	0	1	1	1	1	0	0	0	1	1	1
1757	43.40544457	0.05	45.73909236	1	1	0	1	1	1	1	0	0	0	1	1	1
1758	43.90544457	0.05	44.87306696	1	1	0	1	1	1	1	0	0	0	1	1	1
1759	44.40544457	0.05	44.00704156	1	1	0	1	1	1	1	0	0	0	1	1	1
1760	44.90544457	0.05	43.14101615	1	1	0	2	1	1	1	0	0	0	1	1	1
1761	45.40544457	0.05	42.27499075	1	1	0	2	1	1	1	0	0	0	1	1	1
1762	45.90544457	0.05	41.40896534	1	1	0	2	1	1	1	0	0	0	1	1	1
1763	46.40544457	0.05	40.54293994	1	1	0	4	1	1	1	0	0	0	1	1	1
1764	46.90544457	0.05	39.67691454	1	1	0	4	1	1	1	0	0	0	1	1	1
1765	47.40544457	0.05	38.81088913	1	1	0	4	1	1	1	0	0	0	1	1	1
1766	47.90544457	0.05	37.94486373	1	1	0	31	1	1	1	0	0	0	1	1	1
1767	48.40544457	0.05	37.07883832	1	1	0	31	1	1	1	0	0	0	1	1	1
1768	48.90544457	0.05	36.21281292	1	1	0	17	1	1	1	0	0	0	1	1	1
1769	49.40544457	0.05	35.34678752	1	1	0	11	1	1	1	0	0	0	1	1	1
1770	49.90544457	0.05	34.48076211	1	1	0	11	1	1	1	0	0	0	1	1	1
1771	50.40544457	0.05	33.61473671	1	1	0	13	1	1	1	0	0	0	1	1	1
1772	50.90544457	0.05	32.74871131	1	1	0	13	1	1	1	0	0	0	1	1	1
1773	51.40544457	0.05	31.8826859	1	1	0	3	1	1	1	0	0	0	1	1	1
1774	51.90544457	0.05	31.0166605	1	1	0	16	1	1	1	0	0	0	1	1	1
1775	52.40544457	0.05	30.15063509	1	1	0	16	1	1	1	0	0	0	1	1	1
1776	52.90544457	0.05	29.28460969	1	1	0	16	1	1	1	0	0	0	1	1	1
1777	53.40544457	0.05	28.41858429	1	1	0	2	1	1	1	0	0	0	1	1	1
1778	53.90544457	0.05	27.55255888	1	1	0	2	1	1	1	0	0	0	1	1	1
1779	54.40544457	0.05	26.68653348	1	1	0	2	1	1	1	0	0	0	1	1	1
1780	54.90544457	0.05	25.82050808	1	1	0	2	1	1	1	0	0	0	1	1	1
1781	55.40544457	0.05	24.95448267	1	1	0	1	1	1	1	0	0	0	1	1	1
1782	55.90544457	0.05	24.08845727	1	1	0	1	1	1	1	0	0	0	1	1	1
1783	56.40544457	0.05	23.22243186	1	1	0	11	1	1	1	0	0	0	1	1	1
1784	56.90544457	0.05	22.35640646	1	1	0	11	1	1	1	0	0	0	1	1	1
1785	57.40544457	0.05	21.49038106	1	1	0	11	1	1	1	0	0	0	1	1	1
1786	57.90544457	0.05	20.62435565	1	1	0	36	1	1	1	0	0	0	1	1	1
1787	58.40544457	0.05	19.75833025	1	1	0	36	1	1	1	0	0	0	1	1	1
1788	58.90544457	0.05	18.89230485	1	1	0	50	1	1	1	0	0	0	1	1	1
1789	59.40544457	0.05	18.02627944	1	1	0	50	1	1	1	0	0	0	1	1	1
1790	59.90544457	0.05	17.16025404	1	1	0	66	1	1	1	0	0	0	1	1	1
1791	60.40544457	0.05	16.29422863	1	1	0	66	1	1	1	0	0	0	1	1	1
1792	60.90544457	0.05	15.42820323	1	1	0	66	1	1	1	0	0	0	1	1	1
1793	61.40544457	0.05	14.56217783	1	1	0	53	1	1	1	0	0	0	1	1	1
1794	61.90544457	0.05	13.69615242	1	1	0	53	1	1	1	0	0	0	1	1	1
1795	62.40544457	0.05	12.83012702	1	1	0	43	1	1	1	0	0	0	1	1	1
1796	62.90544457	0.05	11.96410162	1	1	0	55	1	1	1	0	0	0	1	1	1
1797	63.40544457	0.05	11.09807621	1	1	0	55	1	1	1	0	0	0	1	1	1
1798	63.90544457	0.05	10.23205081	1	1	0	60	1	1	1	0	0	0	1	1	1
1799	64.40544457	0.05	9.366025404	1	1	0	60	1	1	1	0	0	0	1	1	1
1800	64.90544457	0.05	8.5	1	1	0	43	1	1	1	0	0	0	1	1	1
1801	16.27146997	0.05	94.73651497	1	1	0	30	1	1	1	0	0	0	1	1	1
1802	16.77146997	0.05	93.87048957	1	1	0	58	1	1	1	0	0	0	1	1	1
1803	17.27146997	0.05	93.00446417	1	1	0	85	1	1	1	0	0	0	1	1	1
1804	17.77146997	0.05	92.13843876	1	1	0	85	1	1	1	0	0	0	1	1	1
1805	18.27146997	0.05	91.27241336	1	1	0	83	1	1	1	0	0	0	1	1	1
1806	18.77146997	0.05	90.40638796	1	1	0	83	1	1	1	0	0	0	1	1	1
1807	19.27146997	0.05	89.54036255	1	1	0	83	1	1	1	0	0	0	1	1	1
1808	19.77146997	0.05	88.67433715	1	1	0	91	1	1	1	0	0	0	1	1	1
1809	20.27146997	0.05	87.80831174	1	1	0	75	1	1	1	0	0	0	1	1	1
1810	20.77146997	0.05	86.94228634	1	1	0	75	1	1	1	0	0	0	1	1	1
1811	21.27146997	0.05	86.07626094	1	1	0	48	1	1	1	0	0	0	1	1	1
1812	21.77146997	0.05	85.21023553	1	1	0	27	1	1	1	0	0	0	1	1	1
1813	22.27146997	0.05	84.34421013	1	1	0	41	1	1	1	0	0	0	1	1	1
1814	22.77146997	0.05	83.47818473	1	1	0	60	1	1	1	0	0	0	1	1	1
1815	23.27146997	0.05	82.61215932	1	1	0	69	1	1	1	0	0	0	1	1	1
1816	23.77146997	0.05	81.74613392	1	1	0	43	1	1	1	0	0	0	1	1	1
1817	24.27146997	0.05	80.88010851	1	1	0	43	1	1	1	0	0	0	1	1	1
1818	24.77146997	0.05	80.01408311	1	1	0	8	1	1	1	0	0	0	1	1	1
1819	25.27146997	0.05	79.14805771	1	1	0	8	1	1	1	0	0	0	1	1	1
1820	25.77146997	0.05	78.2820323	1	1	0	16	1	1	1	0	0	0	1	1	1
