cellIndex,x,y,z,vol,P,S,material
423,1.922807389,0.0,9.5,4.685735115,4.8982487155629455,1.0,6
424,2.354159794,0.0,9.5,7.023895569,4.927973261041047,1.0,6
425,2.882279507,0.0,9.5,10.52878742,4.958595622917815,1.0,6
426,3.528874795,0.0,9.5,15.78260433,4.9890654150202005,1.0,6
427,4.320523837,0.0,9.5,23.65805192,5.018770906695088,1.0,6
428,5.289767224,0.0,9.5,35.46331193,5.047611444176658,1.0,6
429,6.476445528,0.0,9.5,53.15934285,5.075880250130927,1.0,6
430,7.929336944,0.0,9.5,79.6856125,5.104059024671265,1.0,6
431,9.70816231,0.0,9.5,119.4483697,5.132636033458888,1.0,6
432,11.88603992,0.0,9.5,179.0525615,5.161999937127784,1.0,6
433,14.55249103,0.0,9.5,268.3989731,5.19240059422034,1.0,6
434,17.81711963,0.0,9.5,402.3288366,5.223940683362477,1.0,6
435,21.81411768,0.0,9.5,603.0890912,5.256565213351846,1.0,6
436,26.70778107,0.0,9.5,904.0277973,5.290035475651758,1.0,6
437,32.69926292,0.0,9.5,1355.133545,5.323894431494763,1.0,6
438,40.03484202,0.0,9.5,2031.339004,5.357440928142384,1.0,6
439,49.016046,0.0,9.5,3044.967903,5.389729586252068,1.0,6
440,60.01204561,0.0,9.5,4564.393,5.419608957922968,1.0,6
441,73.47482941,0.0,9.5,6842.004292,5.445813046696847,1.0,6
442,89.95778268,0.0,9.5,10256.13323,5.467137016144003,1.0,6
443,110.1384342,0.0,9.5,15373.89694,5.482738335197823,1.0,6
444,134.846306,0.0,9.5,23045.4014,5.492540794541807,1.0,6
445,165.0970106,0.0,9.5,34544.95159,5.497511861473213,1.0,6
446,202.1339977,0.0,9.5,51782.7249,5.499401622925133,1.0,6
447,247.4796659,0.0,9.5,77622.06846,5.499902318907365,1.0,6
448,302.9979407,0.0,9.5,116355.1266,5.499989633994727,1.0,6
449,370.9708906,0.0,9.5,174415.8042,5.499999302827481,1.0,6
450,454.1925313,0.0,9.5,261448.495,5.499999971977672,1.0,6
451,0.057038782,0.0,10.5,0.004473552,2.261686107986832,1.0,3
452,0.071054976,0.0,10.5,0.006942262,2.724024654893215,1.0,3
453,0.088515382,0.0,10.5,0.010773318,3.1730191724766845,1.0,3
454,0.11026635,0.0,10.5,0.016718526,3.596862856420885,1.0,3
455,0.137362204,0.0,10.5,0.02594457,3.9828480028923066,1.0,3
456,0.169486032,0.0,10.5,0.036406086,4.137679450392902,1.0,4
457,0.207507629,0.0,10.5,0.054572558,4.1376897974017135,1.0,4
458,0.25405879,0.0,10.5,0.081804015,4.137715397312663,1.0,4
459,0.31105299,0.0,10.5,0.122623845,4.137763755077202,1.0,4
460,0.380832967,0.0,10.5,0.183812585,4.1378459316004195,1.0,4
461,0.466267014,0.0,10.5,0.275534226,4.137978073503019,1.0,4
462,0.570866881,0.0,10.5,0.413024548,4.13818343776263,1.0,4
463,0.698932127,0.0,10.5,0.619121914,4.138494912490534,1.0,4
464,0.855726851,0.0,10.5,0.928060926,4.13895787359642,1.0,4
465,1.047696071,0.0,10.5,1.391159096,4.139632949309785,1.0,4
466,1.282730647,0.0,10.5,2.08534114,4.140597942933181,1.0,4
467,1.570491632,0.0,10.5,3.125916859,4.141947989710503,1.0,4
468,1.922807389,0.0,10.5,4.685735115,4.143793374006807,1.0,4
469,2.354159794,0.0,10.5,7.023895569,4.146255680230106,1.0,4
470,2.882279507,0.0,10.5,10.52878742,4.149464941811598,1.0,4
471,3.528874795,0.0,10.5,15.78260433,4.153561946465101,1.0,4
472,4.320523837,0.0,10.5,23.65805192,4.158708857242384,1.0,4
473,5.289767224,0.0,10.5,35.46331193,4.165106922012621,1.0,4
474,6.476445528,0.0,10.5,53.15934285,4.173014316686285,1.0,4
475,7.929336944,0.0,10.5,79.6856125,4.182753968694079,1.0,4
476,9.70816231,0.0,10.5,119.4483697,4.194702532076513,1.0,4
477,11.88603992,0.0,10.5,179.0525615,4.209256074525953,1.0,4
478,14.55249103,0.0,10.5,268.3989731,4.226772744710764,1.0,4
479,17.81711963,0.0,10.5,402.3288366,4.2474961271581835,1.0,4
480,21.81411768,0.0,10.5,603.0890912,4.271466073779317,1.0,4
481,26.70778107,0.0,10.5,904.0277973,4.298429452164639,1.0,4
482,32.69926292,0.0,10.5,1355.133545,4.327771719781068,1.0,4
483,40.03484202,0.0,10.5,2031.339004,4.358495311181339,1.0,4
484,49.016046,0.0,10.5,3044.967903,4.389264376185735,1.0,4
485,60.01204561,0.0,10.5,4564.393,4.418517232819007,1.0,4
486,73.47482941,0.0,10.5,6842.004292,4.444632831626329,1.0,4
487,89.95778268,0.0,10.5,10256.13323,4.466147872559689,1.0,4
488,110.1384342,0.0,10.5,15373.89694,4.482051039272251,1.0,4
489,134.846306,0.0,10.5,23045.4014,4.4921529016929505,1.0,4
490,165.0970106,0.0,10.5,34544.95159,4.497344602326135,1.0,4
491,202.1339977,0.0,10.5,51782.7249,4.499350600634504,1.0,4
492,247.4796659,0.0,10.5,77622.06846,4.499892036934646,1.0,4
493,302.9979407,0.0,10.5,116355.1266,4.499988326288181,1.0,4
494,370.9708906,0.0,10.5,174415.8042,4.499999200259339,1.0,4
495,454.1925313,0.0,10.5,261448.495,4.499999967304735,1.0,4
496,0.057038782,0.0,11.5,0.004473552,1.2630418116362498,1.0,3
497,0.071054976,0.0,11.5,0.006942262,1.7278328444428948,1.0,3
498,0.088515382,0.0,11.5,0.010773318,2.1793137765202846,1.0,3
499,0.11026635,0.0,11.5,0.016718526,2.6057090701217427,1.0,3
500,0.137362204,0.0,11.5,0.02594457,2.9942995026437296,1.0,3
501,0.169486032,0.0,11.5,0.036406086,3.150226003723065,1.0,4
502,0.207507629,0.0,11.5,0.054572558,3.1502315771738845,1.0,4
503,0.25405879,0.0,11.5,0.081804015,3.1502452698291075,1.0,4
504,0.31105299,0.0,11.5,0.122623845,3.1502711129248357,1.0,4
505,0.380832967,0.0,11.5,0.183812585,3.150315112274437,1.0,4
506,0.466267014,0.0,11.5,0.275534226,3.1503861827480493,1.0,4
507,0.570866881,0.0,11.5,0.413024548,3.1504974864829527,1.0,4
508,0.698932127,0.0,11.5,0.619121914,3.1506683058484404,1.0,4
509,0.855726851,0.0,11.5,0.928060926,3.150926578006569,1.0,4
510,1.047696071,0.0,11.5,1.391159096,3.1513121591197293,1.0,4
511,1.282730647,0.0,11.5,2.08534114,3.1518807317473336,1.0,4
512,1.570491632,0.0,11.5,3.125916859,3.152707994584528,1.0,4
513,1.922807389,0.0,11.5,4.685735115,3.153893439715837,1.0,4
514,2.354159794,0.0,11.5,7.023895569,3.155562868379009,1.0,4
515,2.882279507,0.0,11.5,10.52878742,3.1578692420659302,1.0,4
516,3.528874795,0.0,11.5,15.78260433,3.1609927837169147,1.0,4
