time,cell_3000
0.34421862390000235,-14.5
0.34505748470000236,-14.5
0.34589634550000237,-14.5
0.3467352063000024,-14.5
0.3475740671000024,-14.5
0.3484129279000024,-14.5
0.3492517887000024,-14.5
0.3500906495000024,-14.5
0.3509295103000024,-14.5
0.3517683711000024,-14.5
0.3526072319000024,-14.5
0.35344609270000243,-14.5
0.35428495350000244,-14.5
0.35512381430000245,-14.5
0.35596267510000246,-14.5
0.35680153590000246,-14.5
0.35764039670000247,-14.5
0.3584792575000025,-14.5
0.3593181183000025,-14.5
0.3601569791000025,-14.5
0.3609958399000025,-14.5
0.3618347007000025,-14.5
0.3622541311000025,-14.5
0.36267356150000246,-14.5
0.36309299190000244,-14.5
0.3635124223000024,-14.5
0.3639318527000024,-14.5
0.36435128310000237,-14.5
0.36477071350000234,-14.5
0.3651901439000023,-14.5
0.3656095743000023,-14.5
0.36602900470000227,-14.5
0.36644843510000225,-14.5
0.3668678655000022,-14.5
0.3672872959000022,-14.5
0.3677067263000022,-14.5
0.36812615670000215,-14.5
0.3685455871000021,-14.5
0.3689650175000021,-14.5
0.3693844479000021,-14.5
0.36980387830000205,-14.5
0.37022330870000203,-14.5
0.370642739100002,-14.5
0.371062169500002,-14.5
0.37148159990000196,-14.5
0.37190103030000193,-14.5
0.3723204607000019,-14.5
0.3727398911000019,-14.5
0.37315932150000186,-14.5
0.37399818230000187,-14.5
0.3748370431000019,-14.5
0.3756759039000019,-14.5
0.3765147647000019,-14.5
0.3773536255000019,-14.5
0.3781924863000019,-14.5
0.3790313471000019,-14.5
0.3798702079000019,-14.5
0.38070906870000193,-14.5
0.38154792950000194,-14.5
0.38238679030000194,-14.5
0.38322565110000195,-14.5
0.38406451190000196,-14.5
0.38490337270000197,-14.5
0.385742233500002,-14.5
0.386581094300002,-14.5
0.387419955100002,-14.5
0.388258815900002,-14.5
0.389097676700002,-14.5
0.389936537500002,-14.5
0.390775398300002,-14.5
0.391614259100002,-14.5
0.39245311990000203,-14.5
0.39329198070000204,-14.5
0.39413084150000205,-14.5
0.39496970230000206,-14.5
0.39580856310000206,-14.5
0.39664742390000207,-14.5
0.3974862847000021,-14.5
