cellIndex,x,y,z,vol,b,h0,material
535,4.927798561,0,8.125,13.29255492,0,20,3
536,5.535514553,0,8.125,16.77330193,0,20,3
537,6.218176532,0,8.125,21.16550649,0,20,3
538,6.98502714,0,8.125,26.70784004,0,20,3
539,7.846448857,0,8.125,33.70147179,0,20,3
540,8.814104575,0,8.125,42.52643415,0,20,3
541,9.901095498,0,8.125,53.66227364,0,20,3
542,11.12213853,0,8.125,67.71410936,0,20,3
543,12.4937655,0,8.125,85.44551497,0,20,3
544,14.03454705,0,8.125,107.8200112,0,20,3
545,15.765344,0,8.125,136.0534233,0,20,3
546,17.7095898,0,8.125,171.6799486,0,20,3
547,19.89360784,0,8.125,216.6355248,0,20,3
548,22.34696779,0,8.125,273.3630281,0,20,3
549,25.10288598,0,8.125,344.9450186,0,20,3
550,28.19867512,0,8.125,435.271246,0,20,3
551,31.67624946,0,8.125,549.2500178,0,20,3
552,35.58269229,0,8.125,693.0749155,0,20,3
553,39.97089341,0,8.125,874.5613526,0,20,3
554,44.90026518,0,8.125,1103.571262,0,20,3
555,50.43754697,0,8.125,1392.548993,0,20,3
556,56.65770867,0,8.125,1757.197532,0,20,3
557,63.6449658,0,8.125,2217.331801,0,20,3
558,71.49391967,0,8.125,2797.955395,0,20,3
559,80.31083817,0,8.125,3530.619274,0,20,3
560,90.21509463,0,8.125,4455.136232,0,20,3
561,101.3407839,0,8.125,5621.74432,0,20,3
562,113.8385381,0,8.125,7093.836765,0,20,3
563,127.8775657,0,8.125,8951.406749,0,20,3
564,143.6479429,0,8.125,11295.39422,0,20,3
565,161.3631865,0,8.125,14253.17094,0,20,3
566,181.2631455,0,8.125,17985.46186,0,20,3
567,203.6172476,0,8.125,22695.07884,0,20,3
568,228.7281477,0,8.125,28637.94145,0,20,3
569,256.9358254,0,8.125,36136.98353,0,20,3
570,288.6221876,0,8.125,45599.70141,0,20,3
571,324.2162398,0,8.125,57540.29709,0,20,3
572,364.199894,0,8.125,72607.61993,0,20,3
573,409.1144937,0,8.125,91620.42497,0,20,3
574,459.5681431,0,8.125,115611.8639,0,20,3
575,516.2439399,0,8.125,145885.6262,0,20,3
576,579.9092246,0,8.125,184086.7816,0,20,3
577,651.4259689,0,8.125,232291.1724,0,20,3
578,731.7624466,0,8.125,293118.2148,0,20,3
579,822.0063426,0,8.125,369873.2369,0,20,3
580,923.37948,0,8.125,466727.0898,0,20,3
581,1037.254361,0,8.125,588942.7908,0,20,3
582,1165.172752,0,8.125,743161.5143,0,20,3
583,1308.866555,0,8.125,937763.472,0,20,3
584,1470.281258,0,8.125,1183323.292,0,20,3
585,1651.602272,0,8.125,1493184.641,0,20,3
586,1855.284525,0,8.125,1884185.317,0,20,3
587,2084.085695,0,8.125,2377572.211,0,20,3
588,2341.103548,0,8.125,3000155.859,0,20,3
589,2629.817879,0,8.125,3785767.321,0,20,3
590,2954.137626,0,8.125,4777096.552,0,20,3
591,3318.453792,0,8.125,6028012.165,0,20,3
592,3727.698897,0,8.125,7606488.641,0,20,3
593,4187.413759,0,8.125,9598300.048,0,20,3
594,4703.822511,0,8.125,12111680.98,0,20,3
595,5283.916873,0,8.125,15283208.01,0,20,3
596,5935.550812,0,8.125,19285221.22,0,20,3
597,6667.546876,0,8.125,24335189.14,0,20,3
598,7489.815647,0,8.125,30707525.92,0,20,3
599,8413.489919,0,8.125,38748502.95,0,20,3
600,9451.075427,0,8.125,48895065.15,0,20,3
601,0,0,8.875,0.023561945,0.75,20,1
602,0.106166202,0,8.875,0.006169857,0,20,3
603,0.119259046,0,8.875,0.007785477,0,20,3
604,0.133966552,0,8.875,0.009824158,0,20,3
605,0.150487848,0,8.875,0.012396681,0,20,3
606,0.169046616,0,8.875,0.015642838,0,20,3
607,0.189894127,0,8.875,0.019739022,0,20,3
608,0.213312636,0,8.875,0.024907821,0,20,3
609,0.239619211,0,8.875,0.031430105,0,20,3
610,0.269170018,0,8.875,0.039660295,0,20,3
611,0.30236515,0,8.875,0.050045616,0,20,3
612,0.33965404,0,8.875,0.063150405,0,20,3
613,0.381541546,0,8.875,0.079686773,0,20,3
614,0.428594788,0,8.875,0.100553303,0,20,3
615,0.481450826,0,8.875,0.126883878,0,20,3
616,0.540825284,0,8.875,0.160109295,0,20,3
617,0.607522039,0,8.875,0.202035016,0,20,3
618,0.682444107,0,8.875,0.254939275,0,20,3
619,0.766605866,0,8.875,0.321696879,0,20,3
620,0.861146793,0,8.875,0.405935421,0,20,3
621,0.967346889,0,8.875,0.512232405,0,20,3
622,1.086644009,0,8.875,0.646363986,0,20,3
623,1.22065333,0,8.875,0.815618844,0,20,3
624,1.371189222,0,8.875,1.029194253,0,20,3
625,1.540289807,0,8.875,1.298695852,0,20,3
626,1.730244557,0,8.875,1.6387683,0,20,3
627,1.943625294,0,8.875,2.067891059,0,20,3
628,2.183321004,0,8.875,2.609382566,0,20,3
629,2.452576956,0,8.875,3.292667352,0,20,3
630,2.755038637,0,8.875,4.154874961,0,20,3
631,3.094801113,0,8.875,5.242857568,0,20,3
632,3.476464467,0,8.875,6.615735909,0,20,3
633,3.905196086,0,8.875,8.348111894,0,20,3
634,4.386800617,0,8.875,10.53412245,0,20,3
635,4.927798561,0,8.875,13.29255492,0,20,3
636,5.535514553,0,8.875,16.77330193,0,20,3
637,6.218176532,0,8.875,21.16550649,0,20,3
638,6.98502714,0,8.875,26.70784004,0,20,3
639,7.846448857,0,8.875,33.70147179,0,20,3
640,8.814104575,0,8.875,42.52643415,0,20,3
641,9.901095498,0,8.875,53.66227364,0,20,3
642,11.12213853,0,8.875,67.71410936,0,20,3
643,12.4937655,0,8.875,85.44551497,0,20,3
644,14.03454705,0,8.875,107.8200112,0,20,3
645,15.765344,0,8.875,136.0534233,0,20,3
646,17.7095898,0,8.875,171.6799486,0,20,3
647,19.89360784,0,8.875,216.6355248,0,20,3
648,22.34696779,0,8.875,273.3630281,0,20,3
649,25.10288598,0,8.875,344.9450186,0,20,3
650,28.19867512,0,8.875,435.271246,0,20,3
651,31.67624946,0,8.875,549.2500178,0,20,3
652,35.58269229,0,8.875,693.0749155,0,20,3
653,39.97089341,0,8.875,874.5613526,0,20,3
654,44.90026518,0,8.875,1103.571262,0,20,3
655,50.43754697,0,8.875,1392.548993,0,20,3
656,56.65770867,0,8.875,1757.197532,0,20,3
657,63.6449658,0,8.875,2217.331801,0,20,3
658,71.49391967,0,8.875,2797.955395,0,20,3
659,80.31083817,0,8.875,3530.619274,0,20,3
660,90.21509463,0,8.875,4455.136232,0,20,3
661,101.3407839,0,8.875,5621.74432,0,20,3
662,113.8385381,0,8.875,7093.836765,0,20,3
663,127.8775657,0,8.875,8951.406749,0,20,3
664,143.6479429,0,8.875,11295.39422,0,20,3
665,161.3631865,0,8.875,14253.17094,0,20,3
666,181.2631455,0,8.875,17985.46186,0,20,3
667,203.6172476,0,8.875,22695.07884,0,20,3
668,228.7281477,0,8.875,28637.94145,0,20,3
669,256.9358254,0,8.875,36136.98353,0,20,3
670,288.6221876,0,8.875,45599.70141,0,20,3
671,324.2162398,0,8.875,57540.29709,0,20,3
672,364.199894,0,8.875,72607.61993,0,20,3
673,409.1144937,0,8.875,91620.42497,0,20,3
674,459.5681431,0,8.875,115611.8639,0,20,3
675,516.2439399,0,8.875,145885.6262,0,20,3
676,579.9092246,0,8.875,184086.7816,0,20,3
677,651.4259689,0,8.875,232291.1724,0,20,3
678,731.7624466,0,8.875,293118.2148,0,20,3
679,822.0063426,0,8.875,369873.2369,0,20,3
680,923.37948,0,8.875,466727.0898,0,20,3
681,1037.254361,0,8.875,588942.7908,0,20,3
682,1165.172752,0,8.875,743161.5143,0,20,3
683,1308.866555,0,8.875,937763.472,0,20,3
684,1470.281258,0,8.875,1183323.292,0,20,3
685,1651.602272,0,8.875,1493184.641,0,20,3
686,1855.284525,0,8.875,1884185.317,0,20,3
687,2084.085695,0,8.875,2377572.211,0,20,3
688,2341.103548,0,8.875,3000155.859,0,20,3
689,2629.817879,0,8.875,3785767.321,0,20,3
690,2954.137626,0,8.875,4777096.552,0,20,3
691,3318.453792,0,8.875,6028012.165,0,20,3
692,3727.698897,0,8.875,7606488.641,0,20,3
693,4187.413759,0,8.875,9598300.048,0,20,3
694,4703.822511,0,8.875,12111680.98,0,20,3
695,5283.916873,0,8.875,15283208.01,0,20,3
696,5935.550812,0,8.875,19285221.22,0,20,3
697,6667.546876,0,8.875,24335189.14,0,20,3
698,7489.815647,0,8.875,30707525.92,0,20,3
699,8413.489919,0,8.875,38748502.95,0,20,3
700,9451.075427,0,8.875,48895065.15,0,20,3
701,0,0,9.625,0.023561945,0.75,20,1
702,0.106166202,0,9.625,0.006169857,0,20,3
703,0.119259046,0,9.625,0.007785477,0,20,3
704,0.133966552,0,9.625,0.009824158,0,20,3
705,0.150487848,0,9.625,0.012396681,0,20,3
706,0.169046616,0,9.625,0.015642838,0,20,3
707,0.189894127,0,9.625,0.019739022,0,20,3
708,0.213312636,0,9.625,0.024907821,0,20,3
709,0.239619211,0,9.625,0.031430105,0,20,3
710,0.269170018,0,9.625,0.039660295,0,20,3
711,0.30236515,0,9.625,0.050045616,0,20,3
712,0.33965404,0,9.625,0.063150405,0,20,3
713,0.381541546,0,9.625,0.079686773,0,20,3
714,0.428594788,0,9.625,0.100553303,0,20,3
715,0.481450826,0,9.625,0.126883878,0,20,3
716,0.540825284,0,9.625,0.160109295,0,20,3
717,0.607522039,0,9.625,0.202035016,0,20,3
718,0.682444107,0,9.625,0.254939275,0,20,3
719,0.766605866,0,9.625,0.321696879,0,20,3
720,0.861146793,0,9.625,0.405935421,0,20,3
721,0.967346889,0,9.625,0.512232405,0,20,3
722,1.086644009,0,9.625,0.646363986,0,20,3
723,1.22065333,0,9.625,0.815618844,0,20,3
724,1.371189222,0,9.625,1.029194253,0,20,3
725,1.540289807,0,9.625,1.298695852,0,20,3
726,1.730244557,0,9.625,1.6387683,0,20,3
727,1.943625294,0,9.625,2.067891059,0,20,3
728,2.183321004,0,9.625,2.609382566,0,20,3
729,2.452576956,0,9.625,3.292667352,0,20,3
730,2.755038637,0,9.625,4.154874961,0,20,3
731,3.094801113,0,9.625,5.242857568,0,20,3
732,3.476464467,0,9.625,6.615735909,0,20,3
733,3.905196086,0,9.625,8.348111894,0,20,3
734,4.386800617,0,9.625,10.53412245,0,20,3
735,4.927798561,0,9.625,13.29255492,0,20,3
736,5.535514553,0,9.625,16.77330193,0,20,3
737,6.218176532,0,9.625,21.16550649,0,20,3
738,6.98502714,0,9.625,26.70784004,0,20,3
739,7.846448857,0,9.625,33.70147179,0,20,3
740,8.814104575,0,9.625,42.52643415,0,20,3
741,9.901095498,0,9.625,53.66227364,0,20,3
742,11.12213853,0,9.625,67.71410936,0,20,3
743,12.4937655,0,9.625,85.44551497,0,20,3
744,14.03454705,0,9.625,107.8200112,0,20,3
745,15.765344,0,9.625,136.0534233,0,20,3
746,17.7095898,0,9.625,171.6799486,0,20,3
747,19.89360784,0,9.625,216.6355248,0,20,3
748,22.34696779,0,9.625,273.3630281,0,20,3
749,25.10288598,0,9.625,344.9450186,0,20,3
750,28.19867512,0,9.625,435.271246,0,20,3
751,31.67624946,0,9.625,549.2500178,0,20,3
752,35.58269229,0,9.625,693.0749155,0,20,3
753,39.97089341,0,9.625,874.5613526,0,20,3
754,44.90026518,0,9.625,1103.571262,0,20,3
755,50.43754697,0,9.625,1392.548993,0,20,3
756,56.65770867,0,9.625,1757.197532,0,20,3
757,63.6449658,0,9.625,2217.331801,0,20,3
758,71.49391967,0,9.625,2797.955395,0,20,3
759,80.31083817,0,9.625,3530.619274,0,20,3
760,90.21509463,0,9.625,4455.136232,0,20,3
761,101.3407839,0,9.625,5621.74432,0,20,3
762,113.8385381,0,9.625,7093.836765,0,20,3
763,127.8775657,0,9.625,8951.406749,0,20,3
764,143.6479429,0,9.625,11295.39422,0,20,3
765,161.3631865,0,9.625,14253.17094,0,20,3
766,181.2631455,0,9.625,17985.46186,0,20,3
767,203.6172476,0,9.625,22695.07884,0,20,3
768,228.7281477,0,9.625,28637.94145,0,20,3
769,256.9358254,0,9.625,36136.98353,0,20,3
770,288.6221876,0,9.625,45599.70141,0,20,3
771,324.2162398,0,9.625,57540.29709,0,20,3
772,364.199894,0,9.625,72607.61993,0,20,3
773,409.1144937,0,9.625,91620.42497,0,20,3
774,459.5681431,0,9.625,115611.8639,0,20,3
775,516.2439399,0,9.625,145885.6262,0,20,3
776,579.9092246,0,9.625,184086.7816,0,20,3
777,651.4259689,0,9.625,232291.1724,0,20,3
778,731.7624466,0,9.625,293118.2148,0,20,3
779,822.0063426,0,9.625,369873.2369,0,20,3
780,923.37948,0,9.625,466727.0898,0,20,3
781,1037.254361,0,9.625,588942.7908,0,20,3
782,1165.172752,0,9.625,743161.5143,0,20,3
783,1308.866555,0,9.625,937763.472,0,20,3
784,1470.281258,0,9.625,1183323.292,0,20,3
785,1651.602272,0,9.625,1493184.641,0,20,3
786,1855.284525,0,9.625,1884185.317,0,20,3
787,2084.085695,0,9.625,2377572.211,0,20,3
788,2341.103548,0,9.625,3000155.859,0,20,3
789,2629.817879,0,9.625,3785767.321,0,20,3
790,2954.137626,0,9.625,4777096.552,0,20,3
791,3318.453792,0,9.625,6028012.165,0,20,3
792,3727.698897,0,9.625,7606488.641,0,20,3
793,4187.413759,0,9.625,9598300.048,0,20,3
794,4703.822511,0,9.625,12111680.98,0,20,3
795,5283.916873,0,9.625,15283208.01,0,20,3
796,5935.550812,0,9.625,19285221.22,0,20,3
797,6667.546876,0,9.625,24335189.14,0,20,3
798,7489.815647,0,9.625,30707525.92,0,20,3
799,8413.489919,0,9.625,38748502.95,0,20,3
800,9451.075427,0,9.625,48895065.15,0,20,3
801,0,0,10.625,0.039269908,1.25,20,1
802,0.106166202,0,10.625,0.010283096,0,20,4
803,0.119259046,0,10.625,0.012975795,0,20,4
804,0.133966552,0,10.625,0.016373596,0,20,4
805,0.150487848,0,10.625,0.020661135,0,20,4
806,0.169046616,0,10.625,0.026071396,0,20,4
807,0.189894127,0,10.625,0.03289837,0,20,4
808,0.213312636,0,10.625,0.041513035,0,20,4
809,0.239619211,0,10.625,0.052383509,0,20,4
810,0.269170018,0,10.625,0.066100491,0,20,4
811,0.30236515,0,10.625,0.08340936,0,20,4
812,0.33965404,0,10.625,0.105250675,0,20,4
813,0.381541546,0,10.625,0.132811289,0,20,4
814,0.428594788,0,10.625,0.167588839,0,20,4
815,0.481450826,0,10.625,0.21147313,0,20,4
816,0.540825284,0,10.625,0.266848824,0,20,4
817,0.607522039,0,10.625,0.336725026,0,20,4
818,0.682444107,0,10.625,0.424898792,0,20,4
819,0.766605866,0,10.625,0.536161465,0,20,4
820,0.861146793,0,10.625,0.676559035,0,20,4
821,0.967346889,0,10.625,0.853720675,0,20,4
822,1.086644009,0,10.625,1.07727331,0,20,4
823,1.22065333,0,10.625,1.359364741,0,20,4
824,1.371189222,0,10.625,1.715323755,0,20,4
825,1.540289807,0,10.625,2.164493087,0,20,4
826,1.730244557,0,10.625,2.7312805,0,20,4
827,1.943625294,0,10.625,3.446485098,0,20,4
828,2.183321004,0,10.625,4.348970943,0,20,4
829,2.452576956,0,10.625,5.487778919,0,20,4
830,2.755038637,0,10.625,6.924791602,0,20,4
831,3.094801113,0,10.625,8.738095947,0,20,4
832,3.476464467,0,10.625,11.02622652,0,20,4
833,3.905196086,0,10.625,13.91351982,0,20,4
834,4.386800617,0,10.625,17.55687076,0,20,4
835,4.927798561,0,10.625,22.15425821,0,20,4
836,5.535514553,0,10.625,27.95550321,0,20,4
837,6.218176532,0,10.625,35.27584414,0,20,4
838,6.98502714,0,10.625,44.51306674,0,20,4
839,7.846448857,0,10.625,56.16911965,0,20,4
840,8.814104575,0,10.625,70.87739025,0,20,4
841,9.901095498,0,10.625,89.43712274,0,20,4
842,11.12213853,0,10.625,112.8568489,0,20,4
843,12.4937655,0,10.625,142.4091916,0,20,4
844,14.03454705,0,10.625,179.7000187,0,20,4
845,15.765344,0,10.625,226.7557054,0,20,4
846,17.7095898,0,10.625,286.1332477,0,20,4
847,19.89360784,0,10.625,361.0592081,0,20,4
848,22.34696779,0,10.625,455.6050469,0,20,4
849,25.10288598,0,10.625,574.9083644,0,20,4
850,28.19867512,0,10.625,725.4520767,0,20,4
851,31.67624946,0,10.625,915.4166963,0,20,4
852,35.58269229,0,10.625,1155.124859,0,20,4
853,39.97089341,0,10.625,1457.602254,0,20,4
854,44.90026518,0,10.625,1839.285437,0,20,4
855,50.43754697,0,10.625,2320.914989,0,20,4
856,56.65770867,0,10.625,2928.662554,0,20,4
857,63.6449658,0,10.625,3695.553002,0,20,4
858,71.49391967,0,10.625,4663.258992,0,20,4
859,80.31083817,0,10.625,5884.365457,0,20,4
860,90.21509463,0,10.625,7425.227054,0,20,4
861,101.3407839,0,10.625,9369.573866,0,20,4
862,113.8385381,0,10.625,11823.06127,0,20,4
863,127.8775657,0,10.625,14919.01125,0,20,4
864,143.6479429,0,10.625,18825.65703,0,20,4
865,161.3631865,0,10.625,23755.2849,0,20,4
866,181.2631455,0,10.625,29975.76977,0,20,4
867,203.6172476,0,10.625,37825.1314,0,20,4
868,228.7281477,0,10.625,47729.90242,0,20,4
869,256.9358254,0,10.625,60228.30589,0,20,4
870,288.6221876,0,10.625,75999.50234,0,20,4
871,324.2162398,0,10.625,95900.49514,0,20,4
872,364.199894,0,10.625,121012.6999,0,20,4
873,409.1144937,0,10.625,152700.7083,0,20,4
874,459.5681431,0,10.625,192686.4398,0,20,4
875,516.2439399,0,10.625,243142.7103,0,20,4
876,579.9092246,0,10.625,306811.3026,0,20,4
877,651.4259689,0,10.625,387151.954,0,20,4
878,731.7624466,0,10.625,488530.3579,0,20,4
879,822.0063426,0,10.625,616455.3948,0,20,4
880,923.37948,0,10.625,777878.483,0,20,4
881,1037.254361,0,10.625,981571.3179,0,20,4
882,1165.172752,0,10.625,1238602.524,0,20,4
883,1308.866555,0,10.625,1562939.12,0,20,4
884,1470.281258,0,10.625,1972205.486,0,20,4
885,1651.602272,0,10.625,2488641.068,0,20,4
886,1855.284525,0,10.625,3140308.861,0,20,4
887,2084.085695,0,10.625,3962620.351,0,20,4
888,2341.103548,0,10.625,5000259.765,0,20,4
889,2629.817879,0,10.625,6309612.202,0,20,4
890,2954.137626,0,10.625,7961827.586,0,20,4
891,3318.453792,0,10.625,10046686.94,0,20,4
892,3727.698897,0,10.625,12677481.07,0,20,4
893,4187.413759,0,10.625,15997166.75,0,20,4
894,4703.822511,0,10.625,20186134.97,0,20,4
895,5283.916873,0,10.625,25472013.35,0,20,4
896,5935.550812,0,10.625,32142035.37,0,20,4
897,6667.546876,0,10.625,40558648.57,0,20,4
898,7489.815647,0,10.625,51179209.87,0,20,4
899,8413.489919,0,10.625,64580838.24,0,20,4
900,9451.075427,0,10.625,81491775.25,0,20,4
901,0,0,11.875,0.039269908,1.25,20,1
902,0.106166202,0,11.875,0.010283096,0,20,4
903,0.119259046,0,11.875,0.012975795,0,20,4
904,0.133966552,0,11.875,0.016373596,0,20,4
905,0.150487848,0,11.875,0.020661135,0,20,4
906,0.169046616,0,11.875,0.026071396,0,20,4
907,0.189894127,0,11.875,0.03289837,0,20,4
908,0.213312636,0,11.875,0.041513035,0,20,4
909,0.239619211,0,11.875,0.052383509,0,20,4
910,0.269170018,0,11.875,0.066100491,0,20,4
911,0.30236515,0,11.875,0.08340936,0,20,4
912,0.33965404,0,11.875,0.105250675,0,20,4
913,0.381541546,0,11.875,0.132811289,0,20,4
914,0.428594788,0,11.875,0.167588839,0,20,4
915,0.481450826,0,11.875,0.21147313,0,20,4
916,0.540825284,0,11.875,0.266848824,0,20,4
917,0.607522039,0,11.875,0.336725026,0,20,4
918,0.682444107,0,11.875,0.424898792,0,20,4
919,0.766605866,0,11.875,0.536161465,0,20,4
920,0.861146793,0,11.875,0.676559035,0,20,4
921,0.967346889,0,11.875,0.853720675,0,20,4
922,1.086644009,0,11.875,1.07727331,0,20,4
923,1.22065333,0,11.875,1.359364741,0,20,4
924,1.371189222,0,11.875,1.715323755,0,20,4
925,1.540289807,0,11.875,2.164493087,0,20,4
926,1.730244557,0,11.875,2.7312805,0,20,4
927,1.943625294,0,11.875,3.446485098,0,20,4
928,2.183321004,0,11.875,4.348970943,0,20,4
929,2.452576956,0,11.875,5.487778919,0,20,4
930,2.755038637,0,11.875,6.924791602,0,20,4
931,3.094801113,0,11.875,8.738095947,0,20,4
932,3.476464467,0,11.875,11.02622652,0,20,4
933,3.905196086,0,11.875,13.91351982,0,20,4
934,4.386800617,0,11.875,17.55687076,0,20,4
935,4.927798561,0,11.875,22.15425821,0,20,4
936,5.535514553,0,11.875,27.95550321,0,20,4
937,6.218176532,0,11.875,35.27584414,0,20,4
938,6.98502714,0,11.875,44.51306674,0,20,4
939,7.846448857,0,11.875,56.16911965,0,20,4
940,8.814104575,0,11.875,70.87739025,0,20,4
941,9.901095498,0,11.875,89.43712274,0,20,4
942,11.12213853,0,11.875,112.8568489,0,20,4
943,12.4937655,0,11.875,142.4091916,0,20,4
944,14.03454705,0,11.875,179.7000187,0,20,4
945,15.765344,0,11.875,226.7557054,0,20,4
946,17.7095898,0,11.875,286.1332477,0,20,4
947,19.89360784,0,11.875,361.0592081,0,20,4
948,22.34696779,0,11.875,455.6050469,0,20,4
949,25.10288598,0,11.875,574.9083644,0,20,4
950,28.19867512,0,11.875,725.4520767,0,20,4
951,31.67624946,0,11.875,915.4166963,0,20,4
952,35.58269229,0,11.875,1155.124859,0,20,4
953,39.97089341,0,11.875,1457.602254,0,20,4
954,44.90026518,0,11.875,1839.285437,0,20,4
955,50.43754697,0,11.875,2320.914989,0,20,4
956,56.65770867,0,11.875,2928.662554,0,20,4
957,63.6449658,0,11.875,3695.553002,0,20,4
958,71.49391967,0,11.875,4663.258992,0,20,4
959,80.31083817,0,11.875,5884.365457,0,20,4
960,90.21509463,0,11.875,7425.227054,0,20,4
961,101.3407839,0,11.875,9369.573866,0,20,4
962,113.8385381,0,11.875,11823.06127,0,20,4
963,127.8775657,0,11.875,14919.01125,0,20,4
964,143.6479429,0,11.875,18825.65703,0,20,4
965,161.3631865,0,11.875,23755.2849,0,20,4
966,181.2631455,0,11.875,29975.76977,0,20,4
967,203.6172476,0,11.875,37825.1314,0,20,4
968,228.7281477,0,11.875,47729.90242,0,20,4
969,256.9358254,0,11.875,60228.30589,0,20,4
970,288.6221876,0,11.875,75999.50234,0,20,4
971,324.2162398,0,11.875,95900.49514,0,20,4
972,364.199894,0,11.875,121012.6999,0,20,4
973,409.1144937,0,11.875,152700.7083,0,20,4
974,459.5681431,0,11.875,192686.4398,0,20,4
975,516.2439399,0,11.875,243142.7103,0,20,4
976,579.9092246,0,11.875,306811.3026,0,20,4
977,651.4259689,0,11.875,387151.954,0,20,4
978,731.7624466,0,11.875,488530.3579,0,20,4
979,822.0063426,0,11.875,616455.3948,0,20,4
980,923.37948,0,11.875,777878.483,0,20,4
981,1037.254361,0,11.875,981571.3179,0,20,4
982,1165.172752,0,11.875,1238602.524,0,20,4
983,1308.866555,0,11.875,1562939.12,0,20,4
984,1470.281258,0,11.875,1972205.486,0,20,4
985,1651.602272,0,11.875,2488641.068,0,20,4
986,1855.284525,0,11.875,3140308.861,0,20,4
987,2084.085695,0,11.875,3962620.351,0,20,4
988,2341.103548,0,11.875,5000259.765,0,20,4
989,2629.817879,0,11.875,6309612.202,0,20,4
990,2954.137626,0,11.875,7961827.586,0,20,4
991,3318.453792,0,11.875,10046686.94,0,20,4
992,3727.698897,0,11.875,12677481.07,0,20,4
993,4187.413759,0,11.875,15997166.75,0,20,4
994,4703.822511,0,11.875,20186134.97,0,20,4
995,5283.916873,0,11.875,25472013.35,0,20,4
996,5935.550812,0,11.875,32142035.37,0,20,4
997,6667.546876,0,11.875,40558648.57,0,20,4
998,7489.815647,0,11.875,51179209.87,0,20,4
999,8413.489919,0,11.875,64580838.24,0,20,4
1000,9451.075427,0,11.875,81491775.25,0,20,4
1001,0,0,13.125,0.039269908,1.25,20,1
1002,0.106166202,0,13.125,0.010283096,0,20,4
1003,0.119259046,0,13.125,0.012975795,0,20,4
1004,0.133966552,0,13.125,0.016373596,0,20,4
1005,0.150487848,0,13.125,0.020661135,0,20,4
1006,0.169046616,0,13.125,0.026071396,0,20,4
1007,0.189894127,0,13.125,0.03289837,0,20,4
1008,0.213312636,0,13.125,0.041513035,0,20,4
1009,0.239619211,0,13.125,0.052383509,0,20,4
1010,0.269170018,0,13.125,0.066100491,0,20,4
1011,0.30236515,0,13.125,0.08340936,0,20,4
1012,0.33965404,0,13.125,0.105250675,0,20,4
1013,0.381541546,0,13.125,0.132811289,0,20,4
1014,0.428594788,0,13.125,0.167588839,0,20,4
1015,0.481450826,0,13.125,0.21147313,0,20,4
1016,0.540825284,0,13.125,0.266848824,0,20,4
1017,0.607522039,0,13.125,0.336725026,0,20,4
1018,0.682444107,0,13.125,0.424898792,0,20,4
1019,0.766605866,0,13.125,0.536161465,0,20,4
1020,0.861146793,0,13.125,0.676559035,0,20,4
1021,0.967346889,0,13.125,0.853720675,0,20,4
1022,1.086644009,0,13.125,1.07727331,0,20,4
1023,1.22065333,0,13.125,1.359364741,0,20,4
1024,1.371189222,0,13.125,1.715323755,0,20,4
1025,1.540289807,0,13.125,2.164493087,0,20,4
1026,1.730244557,0,13.125,2.7312805,0,20,4
1027,1.943625294,0,13.125,3.446485098,0,20,4
1028,2.183321004,0,13.125,4.348970943,0,20,4
1029,2.452576956,0,13.125,5.487778919,0,20,4
1030,2.755038637,0,13.125,6.924791602,0,20,4
1031,3.094801113,0,13.125,8.738095947,0,20,4
1032,3.476464467,0,13.125,11.02622652,0,20,4
1033,3.905196086,0,13.125,13.91351982,0,20,4
1034,4.386800617,0,13.125,17.55687076,0,20,4
1035,4.927798561,0,13.125,22.15425821,0,20,4
1036,5.535514553,0,13.125,27.95550321,0,20,4
1037,6.218176532,0,13.125,35.27584414,0,20,4
1038,6.98502714,0,13.125,44.51306674,0,20,4
1039,7.846448857,0,13.125,56.16911965,0,20,4
1040,8.814104575,0,13.125,70.87739025,0,20,4
1041,9.901095498,0,13.125,89.43712274,0,20,4
1042,11.12213853,0,13.125,112.8568489,0,20,4
1043,12.4937655,0,13.125,142.4091916,0,20,4
1044,14.03454705,0,13.125,179.7000187,0,20,4
1045,15.765344,0,13.125,226.7557054,0,20,4
1046,17.7095898,0,13.125,286.1332477,0,20,4
1047,19.89360784,0,13.125,361.0592081,0,20,4
1048,22.34696779,0,13.125,455.6050469,0,20,4
1049,25.10288598,0,13.125,574.9083644,0,20,4
1050,28.19867512,0,13.125,725.4520767,0,20,4
1051,31.67624946,0,13.125,915.4166963,0,20,4
1052,35.58269229,0,13.125,1155.124859,0,20,4
1053,39.97089341,0,13.125,1457.602254,0,20,4
1054,44.90026518,0,13.125,1839.285437,0,20,4
1055,50.43754697,0,13.125,2320.914989,0,20,4
1056,56.65770867,0,13.125,2928.662554,0,20,4
1057,63.6449658,0,13.125,3695.553002,0,20,4
1058,71.49391967,0,13.125,4663.258992,0,20,4
1059,80.31083817,0,13.125,5884.365457,0,20,4
1060,90.21509463,0,13.125,7425.227054,0,20,4
1061,101.3407839,0,13.125,9369.573866,0,20,4
1062,113.8385381,0,13.125,11823.06127,0,20,4
1063,127.8775657,0,13.125,14919.01125,0,20,4
1064,143.6479429,0,13.125,18825.65703,0,20,4
1065,161.3631865,0,13.125,23755.2849,0,20,4
1066,181.2631455,0,13.125,29975.76977,0,20,4
1067,203.6172476,0,13.125,37825.1314,0,20,4
1068,228.7281477,0,13.125,47729.90242,0,20,4
1069,256.9358254,0,13.125,60228.30589,0,20,4
1070,288.6221876,0,13.125,75999.50234,0,20,4
